Academic Year,LEA Number,LEA Name,School Number,School Name,Grade Title,Enrolled Count,Create Date
2010,01,Allegany,0301,Flintstone Elementary,Prekindergarten,21,20111104
2010,01,Allegany,0301,Flintstone Elementary,Kindergarten,31,20111104
2010,01,Allegany,0301,Flintstone Elementary,Grade 1,30,20111104
2010,01,Allegany,0301,Flintstone Elementary,Grade 2,36,20111104
2010,01,Allegany,0301,Flintstone Elementary,Grade 3,33,20111104
2010,01,Allegany,0301,Flintstone Elementary,Grade 4,43,20111104
2010,01,Allegany,0301,Flintstone Elementary,Grade 5,35,20111104
2010,01,Allegany,0301,Flintstone Elementary,Total Enrollment,229,20111104
2010,01,Allegany,0401,South Penn Elementary,Prekindergarten,47,20111104
2010,01,Allegany,0401,South Penn Elementary,Kindergarten,83,20111104
2010,01,Allegany,0401,South Penn Elementary,Grade 1,56,20111104
2010,01,Allegany,0401,South Penn Elementary,Grade 2,90,20111104
2010,01,Allegany,0401,South Penn Elementary,Grade 3,70,20111104
2010,01,Allegany,0401,South Penn Elementary,Grade 4,70,20111104
2010,01,Allegany,0401,South Penn Elementary,Grade 5,76,20111104
2010,01,Allegany,0401,South Penn Elementary,Total Enrollment,492,20111104
2010,01,Allegany,0402,John Humbird Elementary,Prekindergarten,38,20111104
2010,01,Allegany,0402,John Humbird Elementary,Kindergarten,55,20111104
2010,01,Allegany,0402,John Humbird Elementary,Grade 1,48,20111104
2010,01,Allegany,0402,John Humbird Elementary,Grade 2,54,20111104
2010,01,Allegany,0402,John Humbird Elementary,Grade 3,49,20111104
2010,01,Allegany,0402,John Humbird Elementary,Grade 4,43,20111104
2010,01,Allegany,0402,John Humbird Elementary,Grade 5,44,20111104
2010,01,Allegany,0402,John Humbird Elementary,Total Enrollment,331,20111104
2010,01,Allegany,0405,Fort Hill High,Grade 9,241,20111104
2010,01,Allegany,0405,Fort Hill High,Grade 10,249,20111104
2010,01,Allegany,0405,Fort Hill High,Grade 11,247,20111104
2010,01,Allegany,0405,Fort Hill High,Grade 12,203,20111104
2010,01,Allegany,0405,Fort Hill High,Total Enrollment,940,20111104
2010,01,Allegany,0406,Washington Middle,Grade 6,215,20111104
2010,01,Allegany,0406,Washington Middle,Grade 7,228,20111104
2010,01,Allegany,0406,Washington Middle,Grade 8,209,20111104
2010,01,Allegany,0406,Washington Middle,Total Enrollment,652,20111104
2010,01,Allegany,0502,Northeast Elementary,Prekindergarten,34,20111104
2010,01,Allegany,0502,Northeast Elementary,Kindergarten,44,20111104
2010,01,Allegany,0502,Northeast Elementary,Grade 1,45,20111104
2010,01,Allegany,0502,Northeast Elementary,Grade 2,58,20111104
2010,01,Allegany,0502,Northeast Elementary,Grade 3,51,20111104
2010,01,Allegany,0502,Northeast Elementary,Grade 4,56,20111104
2010,01,Allegany,0502,Northeast Elementary,Grade 5,60,20111104
2010,01,Allegany,0502,Northeast Elementary,Total Enrollment,348,20111104
2010,01,Allegany,0504,Braddock Middle,Grade 6,210,20111104
2010,01,Allegany,0504,Braddock Middle,Grade 7,199,20111104
2010,01,Allegany,0504,Braddock Middle,Grade 8,217,20111104
2010,01,Allegany,0504,Braddock Middle,Total Enrollment,626,20111104
2010,01,Allegany,0602,Allegany County Evening High School,Grade 11,*,20111104
2010,01,Allegany,0602,Allegany County Evening High School,Grade 12,*,20111104
2010,01,Allegany,0602,Allegany County Evening High School,Total Enrollment,*,20111104
2010,01,Allegany,0603,West Side Elementary,Prekindergarten,34,20111104
2010,01,Allegany,0603,West Side Elementary,Kindergarten,52,20111104
2010,01,Allegany,0603,West Side Elementary,Grade 1,42,20111104
2010,01,Allegany,0603,West Side Elementary,Grade 2,50,20111104
2010,01,Allegany,0603,West Side Elementary,Grade 3,35,20111104
2010,01,Allegany,0603,West Side Elementary,Grade 4,54,20111104
2010,01,Allegany,0603,West Side Elementary,Grade 5,44,20111104
2010,01,Allegany,0603,West Side Elementary,Total Enrollment,311,20111104
2010,01,Allegany,0606,Allegany High,Grade 9,208,20111104
2010,01,Allegany,0606,Allegany High,Grade 10,209,20111104
2010,01,Allegany,0606,Allegany High,Grade 11,226,20111104
2010,01,Allegany,0606,Allegany High,Grade 12,222,20111104
2010,01,Allegany,0606,Allegany High,Total Enrollment,865,20111104
2010,01,Allegany,0701,Cresaptown Elementary,Prekindergarten,38,20111104
2010,01,Allegany,0701,Cresaptown Elementary,Kindergarten,51,20111104
2010,01,Allegany,0701,Cresaptown Elementary,Grade 1,57,20111104
2010,01,Allegany,0701,Cresaptown Elementary,Grade 2,54,20111104
2010,01,Allegany,0701,Cresaptown Elementary,Grade 3,54,20111104
2010,01,Allegany,0701,Cresaptown Elementary,Grade 4,55,20111104
2010,01,Allegany,0701,Cresaptown Elementary,Grade 5,53,20111104
2010,01,Allegany,0701,Cresaptown Elementary,Total Enrollment,362,20111104
2010,01,Allegany,0702,Bel Air Elementary,Prekindergarten,19,20111104
2010,01,Allegany,0702,Bel Air Elementary,Kindergarten,18,20111104
2010,01,Allegany,0702,Bel Air Elementary,Grade 1,43,20111104
2010,01,Allegany,0702,Bel Air Elementary,Grade 2,28,20111104
2010,01,Allegany,0702,Bel Air Elementary,Grade 3,40,20111104
2010,01,Allegany,0702,Bel Air Elementary,Grade 4,36,20111104
2010,01,Allegany,0702,Bel Air Elementary,Grade 5,39,20111104
2010,01,Allegany,0702,Bel Air Elementary,Total Enrollment,223,20111104
2010,01,Allegany,0801,Westernport Elementary,Prekindergarten,30,20111104
2010,01,Allegany,0801,Westernport Elementary,Kindergarten,29,20111104
2010,01,Allegany,0801,Westernport Elementary,Grade 1,41,20111104
2010,01,Allegany,0801,Westernport Elementary,Grade 2,41,20111104
2010,01,Allegany,0801,Westernport Elementary,Grade 3,36,20111104
2010,01,Allegany,0801,Westernport Elementary,Grade 4,47,20111104
2010,01,Allegany,0801,Westernport Elementary,Grade 5,37,20111104
2010,01,Allegany,0801,Westernport Elementary,Total Enrollment,261,20111104
2010,01,Allegany,0802,Westmar Middle,Grade 6,105,20111104
2010,01,Allegany,0802,Westmar Middle,Grade 7,98,20111104
2010,01,Allegany,0802,Westmar Middle,Grade 8,100,20111104
2010,01,Allegany,0802,Westmar Middle,Total Enrollment,303,20111104
2010,01,Allegany,1001,George's Creek Elementary,Prekindergarten,32,20111104
2010,01,Allegany,1001,George's Creek Elementary,Kindergarten,54,20111104
2010,01,Allegany,1001,George's Creek Elementary,Grade 1,51,20111104
2010,01,Allegany,1001,George's Creek Elementary,Grade 2,50,20111104
2010,01,Allegany,1001,George's Creek Elementary,Grade 3,46,20111104
2010,01,Allegany,1001,George's Creek Elementary,Grade 4,69,20111104
2010,01,Allegany,1001,George's Creek Elementary,Grade 5,41,20111104
2010,01,Allegany,1001,George's Creek Elementary,Total Enrollment,343,20111104
2010,01,Allegany,1101,Frost Elementary,Prekindergarten,20,20111104
2010,01,Allegany,1101,Frost Elementary,Kindergarten,47,20111104
2010,01,Allegany,1101,Frost Elementary,Grade 1,44,20111104
2010,01,Allegany,1101,Frost Elementary,Grade 2,38,20111104
2010,01,Allegany,1101,Frost Elementary,Grade 3,39,20111104
2010,01,Allegany,1101,Frost Elementary,Grade 4,36,20111104
2010,01,Allegany,1101,Frost Elementary,Grade 5,39,20111104
2010,01,Allegany,1101,Frost Elementary,Total Enrollment,263,20111104
2010,01,Allegany,1301,Mount Savage Middle,Grade 6,159,20111104
2010,01,Allegany,1301,Mount Savage Middle,Grade 7,154,20111104
2010,01,Allegany,1301,Mount Savage Middle,Grade 8,124,20111104
2010,01,Allegany,1301,Mount Savage Middle,Total Enrollment,437,20111104
2010,01,Allegany,1302,Mt. Savage Elementary,Prekindergarten,*,20111104
2010,01,Allegany,1302,Mt. Savage Elementary,Kindergarten,29,20111104
2010,01,Allegany,1302,Mt. Savage Elementary,Grade 1,48,20111104
2010,01,Allegany,1302,Mt. Savage Elementary,Grade 2,33,20111104
2010,01,Allegany,1302,Mt. Savage Elementary,Grade 3,44,20111104
2010,01,Allegany,1302,Mt. Savage Elementary,Grade 4,35,20111104
2010,01,Allegany,1302,Mt. Savage Elementary,Grade 5,42,20111104
2010,01,Allegany,1302,Mt. Savage Elementary,Total Enrollment,232,20111104
2010,01,Allegany,2404,Mountain Ridge High School,Grade 7,*,20111104
2010,01,Allegany,2404,Mountain Ridge High School,Grade 9,238,20111104
2010,01,Allegany,2404,Mountain Ridge High School,Grade 10,237,20111104
2010,01,Allegany,2404,Mountain Ridge High School,Grade 11,254,20111104
2010,01,Allegany,2404,Mountain Ridge High School,Grade 12,238,20111104
2010,01,Allegany,2404,Mountain Ridge High School,Total Enrollment,968,20111104
2010,01,Allegany,2801,Beall Elementary,Prekindergarten,88,20111104
2010,01,Allegany,2801,Beall Elementary,Kindergarten,56,20111104
2010,01,Allegany,2801,Beall Elementary,Grade 1,44,20111104
2010,01,Allegany,2801,Beall Elementary,Grade 2,47,20111104
2010,01,Allegany,2801,Beall Elementary,Grade 3,53,20111104
2010,01,Allegany,2801,Beall Elementary,Grade 4,56,20111104
2010,01,Allegany,2801,Beall Elementary,Grade 5,45,20111104
2010,01,Allegany,2801,Beall Elementary,Total Enrollment,389,20111104
2010,01,Allegany,2901,Cash Valley Elementary,Prekindergarten,39,20111104
2010,01,Allegany,2901,Cash Valley Elementary,Kindergarten,47,20111104
2010,01,Allegany,2901,Cash Valley Elementary,Grade 1,46,20111104
2010,01,Allegany,2901,Cash Valley Elementary,Grade 2,40,20111104
2010,01,Allegany,2901,Cash Valley Elementary,Grade 3,45,20111104
2010,01,Allegany,2901,Cash Valley Elementary,Grade 4,44,20111104
2010,01,Allegany,2901,Cash Valley Elementary,Grade 5,35,20111104
2010,01,Allegany,2901,Cash Valley Elementary,Total Enrollment,296,20111104
2010,01,Allegany,2902,Parkside Elementary,Prekindergarten,18,20111104
2010,01,Allegany,2902,Parkside Elementary,Kindergarten,39,20111104
2010,01,Allegany,2902,Parkside Elementary,Grade 1,39,20111104
2010,01,Allegany,2902,Parkside Elementary,Grade 2,37,20111104
2010,01,Allegany,2902,Parkside Elementary,Grade 3,46,20111104
2010,01,Allegany,2902,Parkside Elementary,Grade 4,31,20111104
2010,01,Allegany,2902,Parkside Elementary,Grade 5,47,20111104
2010,01,Allegany,2902,Parkside Elementary,Total Enrollment,257,20111104
2010,01,Allegany,5556,Transition Program At Cumberland,Grade 12,16,20111104
2010,01,Allegany,5556,Transition Program At Cumberland,Total Enrollment,16,20111104
2010,01,Allegany,5557,Transition Program At Friends Aware,Grade 12,*,20111104
2010,01,Allegany,5557,Transition Program At Friends Aware,Total Enrollment,*,20111104
2010,01,Allegany,A,All Allegany Schools,Prekindergarten,459,20111104
2010,01,Allegany,A,All Allegany Schools,Kindergarten,635,20111104
2010,01,Allegany,A,All Allegany Schools,Elementary,3243,20111104
2010,01,Allegany,A,All Allegany Schools,Middle School,2019,20111104
2010,01,Allegany,A,All Allegany Schools,High School,2796,20111104
2010,01,Allegany,A,All Allegany Schools,Total Enrollment,9152,20111104
2010,02,Anne Arundel,1023,Brooklyn Park Middle,Grade 6,135,20111104
2010,02,Anne Arundel,1023,Brooklyn Park Middle,Grade 7,154,20111104
2010,02,Anne Arundel,1023,Brooklyn Park Middle,Grade 8,147,20111104
2010,02,Anne Arundel,1023,Brooklyn Park Middle,Total Enrollment,436,20111104
2010,02,Anne Arundel,1033,Glen Burnie High,Grade 9,584,20111104
2010,02,Anne Arundel,1033,Glen Burnie High,Grade 10,539,20111104
2010,02,Anne Arundel,1033,Glen Burnie High,Grade 11,456,20111104
2010,02,Anne Arundel,1033,Glen Burnie High,Grade 12,392,20111104
2010,02,Anne Arundel,1033,Glen Burnie High,Total Enrollment,1971,20111104
2010,02,Anne Arundel,1043,Corkran Middle,Grade 6,205,20111104
2010,02,Anne Arundel,1043,Corkran Middle,Grade 7,216,20111104
2010,02,Anne Arundel,1043,Corkran Middle,Grade 8,205,20111104
2010,02,Anne Arundel,1043,Corkran Middle,Total Enrollment,626,20111104
2010,02,Anne Arundel,1053,Lindale Middle,Grade 6,291,20111104
2010,02,Anne Arundel,1053,Lindale Middle,Grade 7,271,20111104
2010,02,Anne Arundel,1053,Lindale Middle,Grade 8,268,20111104
2010,02,Anne Arundel,1053,Lindale Middle,Total Enrollment,830,20111104
2010,02,Anne Arundel,1063,Marley Middle,Grade 6,262,20111104
2010,02,Anne Arundel,1063,Marley Middle,Grade 7,253,20111104
2010,02,Anne Arundel,1063,Marley Middle,Grade 8,271,20111104
2010,02,Anne Arundel,1063,Marley Middle,Total Enrollment,786,20111104
2010,02,Anne Arundel,1082,Belle Grove Elementary,Prekindergarten,20,20111104
2010,02,Anne Arundel,1082,Belle Grove Elementary,Kindergarten,23,20111104
2010,02,Anne Arundel,1082,Belle Grove Elementary,Grade 1,26,20111104
2010,02,Anne Arundel,1082,Belle Grove Elementary,Grade 2,32,20111104
2010,02,Anne Arundel,1082,Belle Grove Elementary,Grade 3,31,20111104
2010,02,Anne Arundel,1082,Belle Grove Elementary,Grade 4,39,20111104
2010,02,Anne Arundel,1082,Belle Grove Elementary,Grade 5,18,20111104
2010,02,Anne Arundel,1082,Belle Grove Elementary,Total Enrollment,189,20111104
2010,02,Anne Arundel,1092,Brooklyn Park Elementary,Prekindergarten,34,20111104
2010,02,Anne Arundel,1092,Brooklyn Park Elementary,Kindergarten,57,20111104
2010,02,Anne Arundel,1092,Brooklyn Park Elementary,Grade 1,58,20111104
2010,02,Anne Arundel,1092,Brooklyn Park Elementary,Grade 2,56,20111104
