Year,LSS,LSS Name,School,School Name,Grade,Enrolled Count,Create Date
2022,02,Anne Arundel,1053,Lindale Middle,Grade 6,408,20220119
2022,02,Anne Arundel,1053,Lindale Middle,Grade 7,402,20220119
2022,02,Anne Arundel,1053,Lindale Middle,Grade 8,375,20220119
2022,02,Anne Arundel,1053,Lindale Middle,All Grades,1185,20220119
2022,02,Anne Arundel,1063,Marley Middle,Grade 6,325,20220119
2022,02,Anne Arundel,1063,Marley Middle,Grade 7,281,20220119
2022,02,Anne Arundel,1063,Marley Middle,Grade 8,334,20220119
2022,02,Anne Arundel,1063,Marley Middle,All Grades,940,20220119
2022,02,Anne Arundel,1082,Belle Grove Elementary,Prekindergarten Age 4,30,20220119
2022,02,Anne Arundel,1082,Belle Grove Elementary,Kindergarten,46,20220119
2022,02,Anne Arundel,1082,Belle Grove Elementary,Grade 1,50,20220119
2022,02,Anne Arundel,1082,Belle Grove Elementary,Grade 2,57,20220119
2022,02,Anne Arundel,1082,Belle Grove Elementary,Grade 3,35,20220119
2022,02,Anne Arundel,1082,Belle Grove Elementary,Grade 4,46,20220119
2022,02,Anne Arundel,1082,Belle Grove Elementary,Grade 5,42,20220119
2022,02,Anne Arundel,1082,Belle Grove Elementary,All Grades,306,20220119
2022,02,Anne Arundel,1092,Brooklyn Park Elementary,Prekindergarten Age 4,36,20220119
2022,02,Anne Arundel,1092,Brooklyn Park Elementary,Kindergarten,71,20220119
2022,02,Anne Arundel,1092,Brooklyn Park Elementary,Grade 1,64,20220119
2022,02,Anne Arundel,1092,Brooklyn Park Elementary,Grade 2,65,20220119
2022,02,Anne Arundel,1092,Brooklyn Park Elementary,Grade 3,74,20220119
2022,02,Anne Arundel,1092,Brooklyn Park Elementary,Grade 4,76,20220119
2022,02,Anne Arundel,1092,Brooklyn Park Elementary,Grade 5,83,20220119
2022,02,Anne Arundel,1092,Brooklyn Park Elementary,All Grades,469,20220119
2022,02,Anne Arundel,1102,Ferndale Early Education Center,Prekindergarten Age 4,103,20220119
2022,02,Anne Arundel,1102,Ferndale Early Education Center,All Grades,103,20220119
2022,02,Anne Arundel,1112,George T. Cromwell Elementary,Kindergarten,47,20220119
2022,02,Anne Arundel,1112,George T. Cromwell Elementary,Grade 1,54,20220119
2022,02,Anne Arundel,1112,George T. Cromwell Elementary,Grade 2,46,20220119
2022,02,Anne Arundel,1112,George T. Cromwell Elementary,Grade 3,58,20220119
2022,02,Anne Arundel,1112,George T. Cromwell Elementary,Grade 4,53,20220119
2022,02,Anne Arundel,1112,George T. Cromwell Elementary,Grade 5,58,20220119
2022,02,Anne Arundel,1112,George T. Cromwell Elementary,All Grades,316,20220119
2022,02,Anne Arundel,1122,Freetown Elementary,Prekindergarten Age 4,53,20220119
2022,02,Anne Arundel,1122,Freetown Elementary,Kindergarten,77,20220119
2022,02,Anne Arundel,1122,Freetown Elementary,Grade 1,73,20220119
2022,02,Anne Arundel,1122,Freetown Elementary,Grade 2,78,20220119
2022,02,Anne Arundel,1122,Freetown Elementary,Grade 3,77,20220119
2022,02,Anne Arundel,1122,Freetown Elementary,Grade 4,77,20220119
2022,02,Anne Arundel,1122,Freetown Elementary,Grade 5,82,20220119
2022,02,Anne Arundel,1122,Freetown Elementary,All Grades,517,20220119
2022,02,Anne Arundel,1132,Glendale Elementary,Prekindergarten Age 4,37,20220119
2022,02,Anne Arundel,1132,Glendale Elementary,Kindergarten,57,20220119
2022,02,Anne Arundel,1132,Glendale Elementary,Grade 1,46,20220119
2022,02,Anne Arundel,1132,Glendale Elementary,Grade 2,73,20220119
2022,02,Anne Arundel,1132,Glendale Elementary,Grade 3,51,20220119
2022,02,Anne Arundel,1132,Glendale Elementary,Grade 4,61,20220119
2022,02,Anne Arundel,1132,Glendale Elementary,Grade 5,63,20220119
2022,02,Anne Arundel,1132,Glendale Elementary,All Grades,388,20220119
2022,02,Anne Arundel,1142,Hilltop Elementary,Kindergarten,72,20220119
2022,02,Anne Arundel,1142,Hilltop Elementary,Grade 1,78,20220119
2022,02,Anne Arundel,1142,Hilltop Elementary,Grade 2,81,20220119
2022,02,Anne Arundel,1142,Hilltop Elementary,Grade 3,97,20220119
2022,02,Anne Arundel,1142,Hilltop Elementary,Grade 4,89,20220119
2022,02,Anne Arundel,1142,Hilltop Elementary,Grade 5,82,20220119
2022,02,Anne Arundel,1142,Hilltop Elementary,All Grades,499,20220119
2022,02,Anne Arundel,1152,Linthicum Elementary,Prekindergarten Age 4,17,20220119
2022,02,Anne Arundel,1152,Linthicum Elementary,Kindergarten,69,20220119
2022,02,Anne Arundel,1152,Linthicum Elementary,Grade 1,61,20220119
2022,02,Anne Arundel,1152,Linthicum Elementary,Grade 2,65,20220119
2022,02,Anne Arundel,1152,Linthicum Elementary,Grade 3,70,20220119
2022,02,Anne Arundel,1152,Linthicum Elementary,Grade 4,71,20220119
2022,02,Anne Arundel,1152,Linthicum Elementary,Grade 5,89,20220119
2022,02,Anne Arundel,1152,Linthicum Elementary,All Grades,442,20220119
2022,02,Anne Arundel,1162,Marley Elementary,Prekindergarten Age 4,39,20220119
2022,02,Anne Arundel,1162,Marley Elementary,Kindergarten,133,20220119
2022,02,Anne Arundel,1162,Marley Elementary,Grade 1,111,20220119
2022,02,Anne Arundel,1162,Marley Elementary,Grade 2,122,20220119
2022,02,Anne Arundel,1162,Marley Elementary,Grade 3,106,20220119
2022,02,Anne Arundel,1162,Marley Elementary,Grade 4,133,20220119
2022,02,Anne Arundel,1162,Marley Elementary,Grade 5,116,20220119
2022,02,Anne Arundel,1162,Marley Elementary,All Grades,760,20220119
2022,02,Anne Arundel,1172,North Glen Elementary,Prekindergarten Age 4,33,20220119
2022,02,Anne Arundel,1172,North Glen Elementary,Kindergarten,40,20220119
2022,02,Anne Arundel,1172,North Glen Elementary,Grade 1,45,20220119
2022,02,Anne Arundel,1172,North Glen Elementary,Grade 2,52,20220119
2022,02,Anne Arundel,1172,North Glen Elementary,Grade 3,30,20220119
2022,02,Anne Arundel,1172,North Glen Elementary,Grade 4,34,20220119
2022,02,Anne Arundel,1172,North Glen Elementary,Grade 5,52,20220119
2022,02,Anne Arundel,1172,North Glen Elementary,All Grades,286,20220119
2022,02,Anne Arundel,1182,Oakwood Elementary,Prekindergarten Age 4,67,20220119
2022,02,Anne Arundel,1182,Oakwood Elementary,Kindergarten,50,20220119
2022,02,Anne Arundel,1182,Oakwood Elementary,Grade 1,68,20220119
2022,02,Anne Arundel,1182,Oakwood Elementary,Grade 2,48,20220119
2022,02,Anne Arundel,1182,Oakwood Elementary,Grade 3,45,20220119
2022,02,Anne Arundel,1182,Oakwood Elementary,Grade 4,38,20220119
2022,02,Anne Arundel,1182,Oakwood Elementary,Grade 5,43,20220119
2022,02,Anne Arundel,1182,Oakwood Elementary,All Grades,359,20220119
2022,02,Anne Arundel,1192,Overlook Elementary,Prekindergarten Age 4,27,20220119
2022,02,Anne Arundel,1192,Overlook Elementary,Kindergarten,40,20220119
2022,02,Anne Arundel,1192,Overlook Elementary,Grade 1,57,20220119
2022,02,Anne Arundel,1192,Overlook Elementary,Grade 2,50,20220119
2022,02,Anne Arundel,1192,Overlook Elementary,Grade 3,59,20220119
2022,02,Anne Arundel,1192,Overlook Elementary,Grade 4,47,20220119
2022,02,Anne Arundel,1192,Overlook Elementary,Grade 5,47,20220119
2022,02,Anne Arundel,1192,Overlook Elementary,All Grades,327,20220119
2022,02,Anne Arundel,1202,Park Elementary,Prekindergarten Age 4,32,20220119
2022,02,Anne Arundel,1202,Park Elementary,Kindergarten,78,20220119
2022,02,Anne Arundel,1202,Park Elementary,Grade 1,83,20220119
2022,02,Anne Arundel,1202,Park Elementary,Grade 2,88,20220119
2022,02,Anne Arundel,1202,Park Elementary,Grade 3,89,20220119
2022,02,Anne Arundel,1202,Park Elementary,Grade 4,68,20220119
2022,02,Anne Arundel,1202,Park Elementary,Grade 5,86,20220119
2022,02,Anne Arundel,1202,Park Elementary,All Grades,524,20220119
2022,02,Anne Arundel,1212,Point Pleasant Elementary,Prekindergarten Age 4,39,20220119
2022,02,Anne Arundel,1212,Point Pleasant Elementary,Kindergarten,68,20220119
2022,02,Anne Arundel,1212,Point Pleasant Elementary,Grade 1,76,20220119
2022,02,Anne Arundel,1212,Point Pleasant Elementary,Grade 2,60,20220119
2022,02,Anne Arundel,1212,Point Pleasant Elementary,Grade 3,62,20220119
2022,02,Anne Arundel,1212,Point Pleasant Elementary,Grade 4,77,20220119
2022,02,Anne Arundel,1212,Point Pleasant Elementary,Grade 5,77,20220119
2022,02,Anne Arundel,1212,Point Pleasant Elementary,All Grades,459,20220119
2022,02,Anne Arundel,1232,Quarterfield Elementary,Prekindergarten Age 4,57,20220119
2022,02,Anne Arundel,1232,Quarterfield Elementary,Kindergarten,65,20220119
2022,02,Anne Arundel,1232,Quarterfield Elementary,Grade 1,62,20220119
2022,02,Anne Arundel,1232,Quarterfield Elementary,Grade 2,65,20220119
2022,02,Anne Arundel,1232,Quarterfield Elementary,Grade 3,82,20220119
2022,02,Anne Arundel,1232,Quarterfield Elementary,Grade 4,64,20220119
2022,02,Anne Arundel,1232,Quarterfield Elementary,Grade 5,47,20220119
2022,02,Anne Arundel,1232,Quarterfield Elementary,All Grades,442,20220119
2022,02,Anne Arundel,1242,Richard Henry Lee Elementary,Kindergarten,83,20220119
2022,02,Anne Arundel,1242,Richard Henry Lee Elementary,Grade 1,84,20220119
2022,02,Anne Arundel,1242,Richard Henry Lee Elementary,Grade 2,84,20220119
2022,02,Anne Arundel,1242,Richard Henry Lee Elementary,Grade 3,80,20220119
2022,02,Anne Arundel,1242,Richard Henry Lee Elementary,Grade 4,78,20220119
2022,02,Anne Arundel,1242,Richard Henry Lee Elementary,Grade 5,67,20220119
2022,02,Anne Arundel,1242,Richard Henry Lee Elementary,All Grades,476,20220119
2022,02,Anne Arundel,1262,Woodside Elementary,Prekindergarten Age 4,23,20220119
2022,02,Anne Arundel,1262,Woodside Elementary,Kindergarten,41,20220119
2022,02,Anne Arundel,1262,Woodside Elementary,Grade 1,45,20220119
2022,02,Anne Arundel,1262,Woodside Elementary,Grade 2,58,20220119
2022,02,Anne Arundel,1262,Woodside Elementary,Grade 3,47,20220119
2022,02,Anne Arundel,1262,Woodside Elementary,Grade 4,47,20220119
2022,02,Anne Arundel,1262,Woodside Elementary,Grade 5,69,20220119
2022,02,Anne Arundel,1262,Woodside Elementary,All Grades,330,20220119
2022,02,Anne Arundel,1274,Marley Glen School,Prekindergarten Age 4,44,20220119
2022,02,Anne Arundel,1274,Marley Glen School,Kindergarten,*,20220119
2022,02,Anne Arundel,1274,Marley Glen School,Grade 1,10,20220119
2022,02,Anne Arundel,1274,Marley Glen School,Grade 2,*,20220119
2022,02,Anne Arundel,1274,Marley Glen School,Grade 3,*,20220119
2022,02,Anne Arundel,1274,Marley Glen School,Grade 4,*,20220119
2022,02,Anne Arundel,1274,Marley Glen School,Grade 5,*,20220119
2022,02,Anne Arundel,1274,Marley Glen School,Grade 6,*,20220119
2022,02,Anne Arundel,1274,Marley Glen School,Grade 7,*,20220119
2022,02,Anne Arundel,1274,Marley Glen School,Grade 8,*,20220119
2022,02,Anne Arundel,1274,Marley Glen School,Grade 9,*,20220119
2022,02,Anne Arundel,1274,Marley Glen School,Grade 11,10,20220119
2022,02,Anne Arundel,1274,Marley Glen School,Grade 12,*,20220119
2022,02,Anne Arundel,1274,Marley Glen School,All Grades,115,20220119
2022,02,Anne Arundel,1323,North County High,Grade 9,865,20220119
2022,02,Anne Arundel,1323,North County High,Grade 10,590,20220119
2022,02,Anne Arundel,1323,North County High,Grade 11,485,20220119
2022,02,Anne Arundel,1323,North County High,Grade 12,506,20220119
2022,02,Anne Arundel,1323,North County High,All Grades,2446,20220119
2022,02,Anne Arundel,2013,Severna Park High,Grade 9,492,20220119
2022,02,Anne Arundel,2013,Severna Park High,Grade 10,420,20220119
2022,02,Anne Arundel,2013,Severna Park High,Grade 11,496,20220119
2022,02,Anne Arundel,2013,Severna Park High,Grade 12,446,20220119
2022,02,Anne Arundel,2013,Severna Park High,All Grades,1854,20220119
2022,02,Anne Arundel,2023,Northeast High,Grade 9,437,20220119
2022,02,Anne Arundel,2023,Northeast High,Grade 10,336,20220119
2022,02,Anne Arundel,2023,Northeast High,Grade 11,310,20220119
2022,02,Anne Arundel,2023,Northeast High,Grade 12,304,20220119
2022,02,Anne Arundel,2023,Northeast High,All Grades,1387,20220119
2022,02,Anne Arundel,2033,Northeast Middle,Grade 6,280,20220119
2022,02,Anne Arundel,2033,Northeast Middle,Grade 7,286,20220119
2022,02,Anne Arundel,2033,Northeast Middle,Grade 8,282,20220119
2022,02,Anne Arundel,2033,Northeast Middle,All Grades,848,20220119
2022,02,Anne Arundel,2043,Severna Park Middle,Grade 6,490,20220119
2022,02,Anne Arundel,2043,Severna Park Middle,Grade 7,457,20220119
2022,02,Anne Arundel,2043,Severna Park Middle,Grade 8,493,20220119
2022,02,Anne Arundel,2043,Severna Park Middle,All Grades,1440,20220119
2022,02,Anne Arundel,2052,Arnold Elementary,Kindergarten,81,20220119
2022,02,Anne Arundel,2052,Arnold Elementary,Grade 1,91,20220119
2022,02,Anne Arundel,2052,Arnold Elementary,Grade 2,89,20220119
2022,02,Anne Arundel,2052,Arnold Elementary,Grade 3,85,20220119
2022,02,Anne Arundel,2052,Arnold Elementary,Grade 4,84,20220119
2022,02,Anne Arundel,2052,Arnold Elementary,Grade 5,92,20220119
2022,02,Anne Arundel,2052,Arnold Elementary,All Grades,522,20220119
2022,02,Anne Arundel,2062,Belvedere Elementary,Prekindergarten Age 4,38,20220119
2022,02,Anne Arundel,2062,Belvedere Elementary,Kindergarten,92,20220119
2022,02,Anne Arundel,2062,Belvedere Elementary,Grade 1,84,20220119
2022,02,Anne Arundel,2062,Belvedere Elementary,Grade 2,80,20220119
2022,02,Anne Arundel,2062,Belvedere Elementary,Grade 3,71,20220119
2022,02,Anne Arundel,2062,Belvedere Elementary,Grade 4,79,20220119
2022,02,Anne Arundel,2062,Belvedere Elementary,Grade 5,71,20220119
2022,02,Anne Arundel,2062,Belvedere Elementary,All Grades,515,20220119
2022,02,Anne Arundel,2072,Benfield Elementary,Prekindergarten Age 4,32,20220119
2022,02,Anne Arundel,2072,Benfield Elementary,Kindergarten,67,20220119
2022,02,Anne Arundel,2072,Benfield Elementary,Grade 1,66,20220119
2022,02,Anne Arundel,2072,Benfield Elementary,Grade 2,55,20220119
2022,02,Anne Arundel,2072,Benfield Elementary,Grade 3,69,20220119
2022,02,Anne Arundel,2072,Benfield Elementary,Grade 4,69,20220119
2022,02,Anne Arundel,2072,Benfield Elementary,Grade 5,52,20220119
2022,02,Anne Arundel,2072,Benfield Elementary,All Grades,410,20220119
2022,02,Anne Arundel,2082,Bodkin Elementary,Kindergarten,76,20220119
2022,02,Anne Arundel,2082,Bodkin Elementary,Grade 1,79,20220119
2022,02,Anne Arundel,2082,Bodkin Elementary,Grade 2,99,20220119
2022,02,Anne Arundel,2082,Bodkin Elementary,Grade 3,72,20220119
2022,02,Anne Arundel,2082,Bodkin Elementary,Grade 4,80,20220119
2022,02,Anne Arundel,2082,Bodkin Elementary,Grade 5,92,20220119
2022,02,Anne Arundel,2082,Bodkin Elementary,All Grades,498,20220119
2022,02,Anne Arundel,2092,Cape St. Claire Elementary,Kindergarten,98,20220119
2022,02,Anne Arundel,2092,Cape St. Claire Elementary,Grade 1,106,20220119
2022,02,Anne Arundel,2092,Cape St. Claire Elementary,Grade 2,95,20220119
2022,02,Anne Arundel,2092,Cape St. Claire Elementary,Grade 3,96,20220119
2022,02,Anne Arundel,2092,Cape St. Claire Elementary,Grade 4,95,20220119
2022,02,Anne Arundel,2092,Cape St. Claire Elementary,Grade 5,104,20220119
2022,02,Anne Arundel,2092,Cape St. Claire Elementary,All Grades,594,20220119
2022,02,Anne Arundel,2102,Folger Mckinsey Elementary,Kindergarten,99,20220119
2022,02,Anne Arundel,2102,Folger Mckinsey Elementary,Grade 1,108,20220119
2022,02,Anne Arundel,2102,Folger Mckinsey Elementary,Grade 2,90,20220119
2022,02,Anne Arundel,2102,Folger Mckinsey Elementary,Grade 3,87,20220119
