Academic Year,LEA Number,LEA Name,School Number,School Name,Grade Title,Enrolled Count,Create Date
2008,01,Allegany,0801,Westernport Elementary,Total Enrollment,267,20120327
2008,01,Allegany,0802,Westmar Middle,Grade 6,100,20120327
2008,01,Allegany,0802,Westmar Middle,Grade 7,104,20120327
2008,01,Allegany,0802,Westmar Middle,Grade 8,98,20120327
2008,01,Allegany,0802,Westmar Middle,Total Enrollment,302,20120327
2008,01,Allegany,1001,George's Creek Elementary,Prekindergarten,39,20120327
2008,01,Allegany,1001,George's Creek Elementary,Kindergarten,54,20120327
2008,01,Allegany,1001,George's Creek Elementary,Grade 1,45,20120327
2008,01,Allegany,1001,George's Creek Elementary,Grade 2,72,20120327
2008,01,Allegany,1001,George's Creek Elementary,Grade 3,40,20120327
2008,01,Allegany,1001,George's Creek Elementary,Grade 4,60,20120327
2008,01,Allegany,1001,George's Creek Elementary,Grade 5,58,20120327
2008,01,Allegany,1001,George's Creek Elementary,Total Enrollment,368,20120327
2008,01,Allegany,1101,Frost Elementary,Prekindergarten,20,20120327
2008,01,Allegany,1101,Frost Elementary,Kindergarten,36,20120327
2008,01,Allegany,1101,Frost Elementary,Grade 1,31,20120327
2008,01,Allegany,1101,Frost Elementary,Grade 2,35,20120327
2008,01,Allegany,1101,Frost Elementary,Grade 3,36,20120327
2008,01,Allegany,1101,Frost Elementary,Grade 4,40,20120327
2008,01,Allegany,1101,Frost Elementary,Grade 5,50,20120327
2008,01,Allegany,1101,Frost Elementary,Total Enrollment,248,20120327
2008,01,Allegany,1301,Mount Savage Middle,Grade 6,126,20120327
2008,01,Allegany,1301,Mount Savage Middle,Grade 7,143,20120327
2008,01,Allegany,1301,Mount Savage Middle,Grade 8,132,20120327
2008,01,Allegany,1301,Mount Savage Middle,Total Enrollment,401,20120327
2008,01,Allegany,1302,Mt. Savage Elementary,Prekindergarten,*,20120327
2008,01,Allegany,1302,Mt. Savage Elementary,Kindergarten,28,20120327
2008,01,Allegany,1302,Mt. Savage Elementary,Grade 1,37,20120327
2008,01,Allegany,1302,Mt. Savage Elementary,Grade 2,30,20120327
2008,01,Allegany,1302,Mt. Savage Elementary,Grade 3,39,20120327
2008,01,Allegany,1302,Mt. Savage Elementary,Grade 4,56,20120327
2008,01,Allegany,1302,Mt. Savage Elementary,Grade 5,45,20120327
2008,01,Allegany,1302,Mt. Savage Elementary,Total Enrollment,236,20120327
2008,01,Allegany,2404,Mountain Ridge High School,Grade 9,274,20120327
2008,01,Allegany,2404,Mountain Ridge High School,Grade 10,265,20120327
2008,01,Allegany,2404,Mountain Ridge High School,Grade 11,294,20120327
2008,01,Allegany,2404,Mountain Ridge High School,Grade 12,282,20120327
2008,01,Allegany,2404,Mountain Ridge High School,Total Enrollment,1115,20120327
2008,01,Allegany,2801,Beall Elementary,Prekindergarten,59,20120327
2008,01,Allegany,2801,Beall Elementary,Kindergarten,51,20120327
2008,01,Allegany,2801,Beall Elementary,Grade 1,63,20120327
2008,01,Allegany,2801,Beall Elementary,Grade 2,63,20120327
2008,01,Allegany,2801,Beall Elementary,Grade 3,41,20120327
2008,01,Allegany,2801,Beall Elementary,Grade 4,50,20120327
2008,01,Allegany,2801,Beall Elementary,Grade 5,54,20120327
2008,01,Allegany,2801,Beall Elementary,Total Enrollment,381,20120327
2008,01,Allegany,2901,Cash Valley Elementary,Prekindergarten,47,20120327
2008,01,Allegany,2901,Cash Valley Elementary,Kindergarten,42,20120327
2008,01,Allegany,2901,Cash Valley Elementary,Grade 1,43,20120327
2008,01,Allegany,2901,Cash Valley Elementary,Grade 2,43,20120327
2008,01,Allegany,2901,Cash Valley Elementary,Grade 3,36,20120327
2008,01,Allegany,2901,Cash Valley Elementary,Grade 4,37,20120327
2008,01,Allegany,2901,Cash Valley Elementary,Grade 5,29,20120327
2008,01,Allegany,2901,Cash Valley Elementary,Total Enrollment,277,20120327
2008,01,Allegany,2902,Parkside Elementary,Prekindergarten,16,20120327
2008,01,Allegany,2902,Parkside Elementary,Kindergarten,35,20120327
2008,01,Allegany,2902,Parkside Elementary,Grade 1,45,20120327
2008,01,Allegany,2902,Parkside Elementary,Grade 2,35,20120327
2008,01,Allegany,2902,Parkside Elementary,Grade 3,46,20120327
2008,01,Allegany,2902,Parkside Elementary,Grade 4,44,20120327
2008,01,Allegany,2902,Parkside Elementary,Grade 5,37,20120327
2008,01,Allegany,2902,Parkside Elementary,Total Enrollment,258,20120327
2008,01,Allegany,5555,Transition Program at Frostburg,Grade 12,*,20120327
2008,01,Allegany,5555,Transition Program at Frostburg,Total Enrollment,*,20120327
2008,01,Allegany,5556,Transition Program at Cumberland,Grade 12,*,20120327
2008,01,Allegany,5556,Transition Program at Cumberland,Total Enrollment,*,20120327
2008,01,Allegany,5557,Transition Program at Friends Aware,Grade 12,*,20120327
2008,01,Allegany,5557,Transition Program at Friends Aware,Total Enrollment,*,20120327
2008,01,Allegany,7777,Allegany County Home & Hospital,Kindergarten,*,20120327
2008,01,Allegany,7777,Allegany County Home & Hospital,Grade 2,*,20120327
2008,01,Allegany,7777,Allegany County Home & Hospital,Grade 8,*,20120327
2008,01,Allegany,7777,Allegany County Home & Hospital,Grade 9,*,20120327
2008,01,Allegany,7777,Allegany County Home & Hospital,Grade 11,*,20120327
2008,01,Allegany,7777,Allegany County Home & Hospital,Grade 12,*,20120327
2008,01,Allegany,7777,Allegany County Home & Hospital,Total Enrollment,*,20120327
2008,01,Allegany,A,All Allegany Schools,Prekindergarten,440,20120327
2008,01,Allegany,A,All Allegany Schools,Kindergarten,659,20120327
2008,01,Allegany,A,All Allegany Schools,Elementary,3281,20120327
2008,01,Allegany,A,All Allegany Schools,Middle School,1995,20120327
2008,01,Allegany,A,All Allegany Schools,High School,3061,20120327
2008,01,Allegany,A,All Allegany Schools,Total Enrollment,9436,20120327
2008,02,Anne Arundel,1023,Brooklyn Park Middle,Grade 6,170,20120327
2008,02,Anne Arundel,1023,Brooklyn Park Middle,Grade 7,181,20120327
2008,02,Anne Arundel,1023,Brooklyn Park Middle,Grade 8,203,20120327
2008,02,Anne Arundel,1023,Brooklyn Park Middle,Total Enrollment,554,20120327
2008,02,Anne Arundel,1033,Glen Burnie Senior,Grade 9,586,20120327
2008,02,Anne Arundel,1033,Glen Burnie Senior,Grade 10,527,20120327
2008,02,Anne Arundel,1033,Glen Burnie Senior,Grade 11,427,20120327
2008,02,Anne Arundel,1033,Glen Burnie Senior,Grade 12,513,20120327
2008,02,Anne Arundel,1033,Glen Burnie Senior,Total Enrollment,2053,20120327
2008,02,Anne Arundel,1043,Corkran Middle School,Grade 6,217,20120327
2008,02,Anne Arundel,1043,Corkran Middle School,Grade 7,230,20120327
2008,02,Anne Arundel,1043,Corkran Middle School,Grade 8,248,20120327
2008,02,Anne Arundel,1043,Corkran Middle School,Total Enrollment,695,20120327
2008,02,Anne Arundel,1053,Lindale Middle,Grade 6,249,20120327
2008,02,Anne Arundel,1053,Lindale Middle,Grade 7,285,20120327
2008,02,Anne Arundel,1053,Lindale Middle,Grade 8,303,20120327
2008,02,Anne Arundel,1053,Lindale Middle,Total Enrollment,837,20120327
2008,02,Anne Arundel,1063,Marley Middle,Grade 6,269,20120327
2008,02,Anne Arundel,1063,Marley Middle,Grade 7,289,20120327
2008,02,Anne Arundel,1063,Marley Middle,Grade 8,265,20120327
2008,02,Anne Arundel,1063,Marley Middle,Total Enrollment,823,20120327
2008,02,Anne Arundel,1082,Belle Grove Elementary,Prekindergarten,20,20120327
2008,02,Anne Arundel,1082,Belle Grove Elementary,Kindergarten,26,20120327
2008,02,Anne Arundel,1082,Belle Grove Elementary,Grade 1,23,20120327
2008,02,Anne Arundel,1082,Belle Grove Elementary,Grade 2,37,20120327
2008,02,Anne Arundel,1082,Belle Grove Elementary,Grade 3,24,20120327
2008,02,Anne Arundel,1082,Belle Grove Elementary,Grade 4,30,20120327
2008,02,Anne Arundel,1082,Belle Grove Elementary,Grade 5,38,20120327
2008,02,Anne Arundel,1082,Belle Grove Elementary,Total Enrollment,198,20120327
2008,02,Anne Arundel,1092,Brooklyn Park Elementary,Prekindergarten,33,20120327
2008,02,Anne Arundel,1092,Brooklyn Park Elementary,Kindergarten,53,20120327
2008,02,Anne Arundel,1092,Brooklyn Park Elementary,Grade 1,49,20120327
2008,02,Anne Arundel,1092,Brooklyn Park Elementary,Grade 2,65,20120327
2008,02,Anne Arundel,1092,Brooklyn Park Elementary,Grade 3,61,20120327
2008,02,Anne Arundel,1092,Brooklyn Park Elementary,Grade 4,51,20120327
2008,02,Anne Arundel,1092,Brooklyn Park Elementary,Grade 5,63,20120327
2008,02,Anne Arundel,1092,Brooklyn Park Elementary,Total Enrollment,375,20120327
2008,02,Anne Arundel,1102,Ferndale Early Childhood Center,Prekindergarten,59,20120327
2008,02,Anne Arundel,1102,Ferndale Early Childhood Center,Kindergarten,45,20120327
2008,02,Anne Arundel,1102,Ferndale Early Childhood Center,Total Enrollment,104,20120327
2008,02,Anne Arundel,1112,George Cromwell Elementary,Grade 1,57,20120327
2008,02,Anne Arundel,1112,George Cromwell Elementary,Grade 2,52,20120327
2008,02,Anne Arundel,1112,George Cromwell Elementary,Grade 3,57,20120327
2008,02,Anne Arundel,1112,George Cromwell Elementary,Grade 4,46,20120327
2008,02,Anne Arundel,1112,George Cromwell Elementary,Grade 5,45,20120327
2008,02,Anne Arundel,1112,George Cromwell Elementary,Total Enrollment,257,20120327
2008,02,Anne Arundel,1122,Freetown Elementary,Prekindergarten,41,20120327
2008,02,Anne Arundel,1122,Freetown Elementary,Kindergarten,79,20120327
2008,02,Anne Arundel,1122,Freetown Elementary,Grade 1,63,20120327
2008,02,Anne Arundel,1122,Freetown Elementary,Grade 2,69,20120327
2008,02,Anne Arundel,1122,Freetown Elementary,Grade 3,45,20120327
2008,02,Anne Arundel,1122,Freetown Elementary,Grade 4,55,20120327
2008,02,Anne Arundel,1122,Freetown Elementary,Grade 5,57,20120327
2008,02,Anne Arundel,1122,Freetown Elementary,Total Enrollment,409,20120327
2008,02,Anne Arundel,1132,Glendale Elementary,Prekindergarten,37,20120327
2008,02,Anne Arundel,1132,Glendale Elementary,Kindergarten,76,20120327
2008,02,Anne Arundel,1132,Glendale Elementary,Grade 1,73,20120327
2008,02,Anne Arundel,1132,Glendale Elementary,Grade 2,80,20120327
2008,02,Anne Arundel,1132,Glendale Elementary,Grade 3,62,20120327
2008,02,Anne Arundel,1132,Glendale Elementary,Grade 4,88,20120327
2008,02,Anne Arundel,1132,Glendale Elementary,Grade 5,68,20120327
2008,02,Anne Arundel,1132,Glendale Elementary,Total Enrollment,484,20120327
2008,02,Anne Arundel,1142,Hilltop Elementary,Kindergarten,75,20120327
2008,02,Anne Arundel,1142,Hilltop Elementary,Grade 1,78,20120327
2008,02,Anne Arundel,1142,Hilltop Elementary,Grade 2,82,20120327
2008,02,Anne Arundel,1142,Hilltop Elementary,Grade 3,91,20120327
2008,02,Anne Arundel,1142,Hilltop Elementary,Grade 4,100,20120327
2008,02,Anne Arundel,1142,Hilltop Elementary,Grade 5,83,20120327
2008,02,Anne Arundel,1142,Hilltop Elementary,Total Enrollment,509,20120327
2008,02,Anne Arundel,1152,Linthicum Elementary,Kindergarten,59,20120327
2008,02,Anne Arundel,1152,Linthicum Elementary,Grade 1,60,20120327
2008,02,Anne Arundel,1152,Linthicum Elementary,Grade 2,67,20120327
2008,02,Anne Arundel,1152,Linthicum Elementary,Grade 3,55,20120327
2008,02,Anne Arundel,1152,Linthicum Elementary,Grade 4,70,20120327
2008,02,Anne Arundel,1152,Linthicum Elementary,Grade 5,71,20120327
2008,02,Anne Arundel,1152,Linthicum Elementary,Total Enrollment,382,20120327
2008,02,Anne Arundel,1162,Marley Elementary,Prekindergarten,48,20120327
2008,02,Anne Arundel,1162,Marley Elementary,Kindergarten,71,20120327
2008,02,Anne Arundel,1162,Marley Elementary,Grade 1,83,20120327
2008,02,Anne Arundel,1162,Marley Elementary,Grade 2,61,20120327
2008,02,Anne Arundel,1162,Marley Elementary,Grade 3,70,20120327
2008,02,Anne Arundel,1162,Marley Elementary,Grade 4,69,20120327
2008,02,Anne Arundel,1162,Marley Elementary,Grade 5,84,20120327
2008,02,Anne Arundel,1162,Marley Elementary,Total Enrollment,486,20120327
2008,02,Anne Arundel,1172,North Glen Elementary,Prekindergarten,39,20120327
2008,02,Anne Arundel,1172,North Glen Elementary,Kindergarten,37,20120327
2008,02,Anne Arundel,1172,North Glen Elementary,Grade 1,36,20120327
2008,02,Anne Arundel,1172,North Glen Elementary,Grade 2,42,20120327
2008,02,Anne Arundel,1172,North Glen Elementary,Grade 3,36,20120327
2008,02,Anne Arundel,1172,North Glen Elementary,Grade 4,35,20120327
2008,02,Anne Arundel,1172,North Glen Elementary,Grade 5,37,20120327
2008,02,Anne Arundel,1172,North Glen Elementary,Total Enrollment,262,20120327
2008,02,Anne Arundel,1182,Oakwood Elementary,Prekindergarten,46,20120327
2008,02,Anne Arundel,1182,Oakwood Elementary,Kindergarten,28,20120327
2008,02,Anne Arundel,1182,Oakwood Elementary,Grade 1,26,20120327
2008,02,Anne Arundel,1182,Oakwood Elementary,Grade 2,37,20120327
2008,02,Anne Arundel,1182,Oakwood Elementary,Grade 3,25,20120327
2008,02,Anne Arundel,1182,Oakwood Elementary,Grade 4,31,20120327
2008,02,Anne Arundel,1182,Oakwood Elementary,Grade 5,42,20120327
2008,02,Anne Arundel,1182,Oakwood Elementary,Total Enrollment,235,20120327
2008,02,Anne Arundel,1192,Overlook Elementary,Prekindergarten,19,20120327
2008,02,Anne Arundel,1192,Overlook Elementary,Kindergarten,34,20120327
2008,02,Anne Arundel,1192,Overlook Elementary,Grade 1,33,20120327
2008,02,Anne Arundel,1192,Overlook Elementary,Grade 2,26,20120327
2008,02,Anne Arundel,1192,Overlook Elementary,Grade 3,32,20120327
2008,02,Anne Arundel,1192,Overlook Elementary,Grade 4,43,20120327
2008,02,Anne Arundel,1192,Overlook Elementary,Grade 5,35,20120327
2008,02,Anne Arundel,1192,Overlook Elementary,Total Enrollment,222,20120327
2008,02,Anne Arundel,1202,Park Elementary,Prekindergarten,34,20120327
2008,02,Anne Arundel,1202,Park Elementary,Kindergarten,69,20120327
2008,02,Anne Arundel,1202,Park Elementary,Grade 1,58,20120327
2008,02,Anne Arundel,1202,Park Elementary,Grade 2,62,20120327
2008,02,Anne Arundel,1202,Park Elementary,Grade 3,62,20120327
2008,02,Anne Arundel,1202,Park Elementary,Grade 4,55,20120327
2008,02,Anne Arundel,1202,Park Elementary,Grade 5,54,20120327
2008,02,Anne Arundel,1202,Park Elementary,Total Enrollment,394,20120327
2008,02,Anne Arundel,1212,Point Pleasant Elementary,Prekindergarten,40,20120327
2008,02,Anne Arundel,1212,Point Pleasant Elementary,Kindergarten,69,20120327
2008,02,Anne Arundel,1212,Point Pleasant Elementary,Grade 1,87,20120327
2008,02,Anne Arundel,1212,Point Pleasant Elementary,Grade 2,78,20120327
2008,02,Anne Arundel,1212,Point Pleasant Elementary,Grade 3,91,20120327
2008,02,Anne Arundel,1212,Point Pleasant Elementary,Grade 4,84,20120327
2008,02,Anne Arundel,1212,Point Pleasant Elementary,Grade 5,73,20120327
2008,02,Anne Arundel,1212,Point Pleasant Elementary,Total Enrollment,522,20120327
2008,02,Anne Arundel,1232,Quarterfield Elementary,Prekindergarten,46,20120327
2008,02,Anne Arundel,1232,Quarterfield Elementary,Kindergarten,58,20120327
2008,02,Anne Arundel,1232,Quarterfield Elementary,Grade 1,60,20120327
2008,02,Anne Arundel,1232,Quarterfield Elementary,Grade 2,60,20120327
2008,02,Anne Arundel,1232,Quarterfield Elementary,Grade 3,62,20120327
2008,02,Anne Arundel,1232,Quarterfield Elementary,Grade 4,68,20120327
2008,02,Anne Arundel,1232,Quarterfield Elementary,Grade 5,68,20120327
2008,02,Anne Arundel,1232,Quarterfield Elementary,Total Enrollment,422,20120327
2008,02,Anne Arundel,1242,Richard Henry Lee Elementary,Kindergarten,87,20120327
2008,02,Anne Arundel,1242,Richard Henry Lee Elementary,Grade 1,78,20120327
2008,02,Anne Arundel,1242,Richard Henry Lee Elementary,Grade 2,76,20120327
2008,02,Anne Arundel,1242,Richard Henry Lee Elementary,Grade 3,75,20120327
2008,02,Anne Arundel,1242,Richard Henry Lee Elementary,Grade 4,91,20120327
2008,02,Anne Arundel,1242,Richard Henry Lee Elementary,Grade 5,87,20120327
2008,02,Anne Arundel,1242,Richard Henry Lee Elementary,Total Enrollment,494,20120327
2008,02,Anne Arundel,1262,Woodside Elementary,Prekindergarten,32,20120327
2008,02,Anne Arundel,1262,Woodside Elementary,Kindergarten,41,20120327
2008,02,Anne Arundel,1262,Woodside Elementary,Grade 1,43,20120327
2008,02,Anne Arundel,1262,Woodside Elementary,Grade 2,53,20120327
2008,02,Anne Arundel,1262,Woodside Elementary,Grade 3,43,20120327
2008,02,Anne Arundel,1262,Woodside Elementary,Grade 4,33,20120327
2008,02,Anne Arundel,1262,Woodside Elementary,Grade 5,34,20120327
2008,02,Anne Arundel,1262,Woodside Elementary,Total Enrollment,279,20120327
2008,02,Anne Arundel,1274,Marley Glen School,Prekindergarten,52,20120327
2008,02,Anne Arundel,1274,Marley Glen School,Kindergarten,*,20120327
2008,02,Anne Arundel,1274,Marley Glen School,Grade 1,*,20120327
2008,02,Anne Arundel,1274,Marley Glen School,Grade 2,*,20120327
2008,02,Anne Arundel,1274,Marley Glen School,Grade 3,*,20120327
2008,02,Anne Arundel,1274,Marley Glen School,Grade 4,*,20120327
2008,02,Anne Arundel,1274,Marley Glen School,Grade 5,*,20120327
2008,02,Anne Arundel,1274,Marley Glen School,Grade 6,*,20120327
2008,02,Anne Arundel,1274,Marley Glen School,Grade 7,*,20120327
2008,02,Anne Arundel,1274,Marley Glen School,Grade 8,*,20120327
2008,02,Anne Arundel,1274,Marley Glen School,Grade 9,*,20120327
2008,02,Anne Arundel,1274,Marley Glen School,Grade 11,12,20120327
2008,02,Anne Arundel,1274,Marley Glen School,Grade 12,*,20120327
2008,02,Anne Arundel,1274,Marley Glen School,Total Enrollment,106,20120327
2008,02,Anne Arundel,1313,Glen Burnie Evening High,Grade 9,*,20120327
2008,02,Anne Arundel,1313,Glen Burnie Evening High,Grade 10,22,20120327
2008,02,Anne Arundel,1313,Glen Burnie Evening High,Grade 11,13,20120327
2008,02,Anne Arundel,1313,Glen Burnie Evening High,Grade 12,34,20120327
2008,02,Anne Arundel,1313,Glen Burnie Evening High,Total Enrollment,76,20120327
2008,02,Anne Arundel,1323,North County High,Grade 9,542,20120327
2008,02,Anne Arundel,1323,North County High,Grade 10,522,20120327
2008,02,Anne Arundel,1323,North County High,Grade 11,390,20120327
2008,02,Anne Arundel,1323,North County High,Grade 12,440,20120327
2008,02,Anne Arundel,1323,North County High,Total Enrollment,1894,20120327
2008,02,Anne Arundel,2013,Severna Park Sr High,Grade 9,479,20120327
2008,02,Anne Arundel,2013,Severna Park Sr High,Grade 10,493,20120327
2008,02,Anne Arundel,2013,Severna Park Sr High,Grade 11,448,20120327
2008,02,Anne Arundel,2013,Severna Park Sr High,Grade 12,435,20120327
2008,02,Anne Arundel,2013,Severna Park Sr High,Total Enrollment,1855,20120327
2008,02,Anne Arundel,2023,Northeast Sr High,Grade 9,374,20120327
2008,02,Anne Arundel,2023,Northeast Sr High,Grade 10,395,20120327
2008,02,Anne Arundel,2023,Northeast Sr High,Grade 11,293,20120327
2008,02,Anne Arundel,2023,Northeast Sr High,Grade 12,338,20120327
2008,02,Anne Arundel,2023,Northeast Sr High,Total Enrollment,1400,20120327
2008,02,Anne Arundel,2033,George Fox Middle,Grade 6,285,20120327
2008,02,Anne Arundel,2033,George Fox Middle,Grade 7,267,20120327
2008,02,Anne Arundel,2033,George Fox Middle,Grade 8,276,20120327
2008,02,Anne Arundel,2033,George Fox Middle,Total Enrollment,828,20120327
2008,02,Anne Arundel,2043,Severna Park Middle,Grade 6,477,20120327
2008,02,Anne Arundel,2043,Severna Park Middle,Grade 7,485,20120327
2008,02,Anne Arundel,2043,Severna Park Middle,Grade 8,463,20120327
2008,02,Anne Arundel,2043,Severna Park Middle,Total Enrollment,1425,20120327
2008,02,Anne Arundel,2052,Arnold Elementary,Kindergarten,72,20120327
2008,02,Anne Arundel,2052,Arnold Elementary,Grade 1,75,20120327
2008,02,Anne Arundel,2052,Arnold Elementary,Grade 2,80,20120327
2008,02,Anne Arundel,2052,Arnold Elementary,Grade 3,70,20120327
2008,02,Anne Arundel,2052,Arnold Elementary,Grade 4,81,20120327
2008,02,Anne Arundel,2052,Arnold Elementary,Grade 5,72,20120327
2008,02,Anne Arundel,2052,Arnold Elementary,Total Enrollment,450,20120327
2008,02,Anne Arundel,2062,Belvedere Elementary,Prekindergarten,40,20120327
2008,02,Anne Arundel,2062,Belvedere Elementary,Kindergarten,64,20120327
2008,02,Anne Arundel,2062,Belvedere Elementary,Grade 1,90,20120327
2008,02,Anne Arundel,2062,Belvedere Elementary,Grade 2,71,20120327
2008,02,Anne Arundel,2062,Belvedere Elementary,Grade 3,81,20120327
2008,02,Anne Arundel,2062,Belvedere Elementary,Grade 4,77,20120327
2008,02,Anne Arundel,2062,Belvedere Elementary,Grade 5,93,20120327
2008,02,Anne Arundel,2062,Belvedere Elementary,Total Enrollment,516,20120327
2008,02,Anne Arundel,2072,Benfield Elementary,Prekindergarten,11,20120327
2008,02,Anne Arundel,2072,Benfield Elementary,Kindergarten,64,20120327
2008,02,Anne Arundel,2072,Benfield Elementary,Grade 1,68,20120327
2008,02,Anne Arundel,2072,Benfield Elementary,Grade 2,85,20120327
2008,02,Anne Arundel,2072,Benfield Elementary,Grade 3,58,20120327
2008,02,Anne Arundel,2072,Benfield Elementary,Grade 4,78,20120327
2008,02,Anne Arundel,2072,Benfield Elementary,Grade 5,109,20120327
2008,02,Anne Arundel,2072,Benfield Elementary,Total Enrollment,473,20120327
2008,02,Anne Arundel,2082,Bodkin Elementary,Kindergarten,91,20120327
2008,02,Anne Arundel,2082,Bodkin Elementary,Grade 1,98,20120327
