Academic Year,LSS Number,LSS Name,School Number,School Name,Grade,Enrolled Count,Create Date
2019,1,Allegany,301,Flintstone Elementary,Prekindergarten,13,20190903
2019,1,Allegany,301,Flintstone Elementary,Kindergarten,31,20190903
2019,1,Allegany,301,Flintstone Elementary,Grade 1,36,20190903
2019,1,Allegany,301,Flintstone Elementary,Grade 2,28,20190903
2019,1,Allegany,301,Flintstone Elementary,Grade 3,40,20190903
2019,1,Allegany,301,Flintstone Elementary,Grade 4,38,20190903
2019,1,Allegany,301,Flintstone Elementary,Grade 5,40,20190903
2019,1,Allegany,301,Flintstone Elementary,Total Enrollment,226,20190903
2019,1,Allegany,401,South Penn Elementary,Prekindergarten,76,20190903
2019,1,Allegany,401,South Penn Elementary,Kindergarten,93,20190903
2019,1,Allegany,401,South Penn Elementary,Grade 1,77,20190903
2019,1,Allegany,401,South Penn Elementary,Grade 2,79,20190903
2019,1,Allegany,401,South Penn Elementary,Grade 3,81,20190903
2019,1,Allegany,401,South Penn Elementary,Grade 4,78,20190903
2019,1,Allegany,401,South Penn Elementary,Grade 5,82,20190903
2019,1,Allegany,401,South Penn Elementary,Total Enrollment,566,20190903
2019,1,Allegany,402,John Humbird Elementary,Prekindergarten,25,20190903
2019,1,Allegany,402,John Humbird Elementary,Kindergarten,36,20190903
2019,1,Allegany,402,John Humbird Elementary,Grade 1,41,20190903
2019,1,Allegany,402,John Humbird Elementary,Grade 2,52,20190903
2019,1,Allegany,402,John Humbird Elementary,Grade 3,46,20190903
2019,1,Allegany,402,John Humbird Elementary,Grade 4,39,20190903
2019,1,Allegany,402,John Humbird Elementary,Grade 5,34,20190903
2019,1,Allegany,402,John Humbird Elementary,Total Enrollment,273,20190903
2019,1,Allegany,405,Fort Hill High,Grade 9,175,20190903
2019,1,Allegany,405,Fort Hill High,Grade 10,191,20190903
2019,1,Allegany,405,Fort Hill High,Grade 11,165,20190903
2019,1,Allegany,405,Fort Hill High,Grade 12,184,20190903
2019,1,Allegany,405,Fort Hill High,Total Enrollment,715,20190903
2019,1,Allegany,406,Washington Middle,Grade 6,208,20190903
2019,1,Allegany,406,Washington Middle,Grade 7,197,20190903
2019,1,Allegany,406,Washington Middle,Grade 8,187,20190903
2019,1,Allegany,406,Washington Middle,Total Enrollment,592,20190903
2019,1,Allegany,502,Northeast Elementary,Prekindergarten,38,20190903
2019,1,Allegany,502,Northeast Elementary,Kindergarten,42,20190903
2019,1,Allegany,502,Northeast Elementary,Grade 1,47,20190903
2019,1,Allegany,502,Northeast Elementary,Grade 2,55,20190903
2019,1,Allegany,502,Northeast Elementary,Grade 3,47,20190903
2019,1,Allegany,502,Northeast Elementary,Grade 4,45,20190903
2019,1,Allegany,502,Northeast Elementary,Grade 5,49,20190903
2019,1,Allegany,502,Northeast Elementary,Total Enrollment,323,20190903
2019,1,Allegany,504,Braddock Middle,Grade 6,209,20190903
2019,1,Allegany,504,Braddock Middle,Grade 7,219,20190903
2019,1,Allegany,504,Braddock Middle,Grade 8,172,20190903
2019,1,Allegany,504,Braddock Middle,Total Enrollment,600,20190903
2019,1,Allegany,601,Center for Career & Technical Education,Grade 11,92,20190903
2019,1,Allegany,601,Center for Career & Technical Education,Grade 12,127,20190903
2019,1,Allegany,601,Center for Career & Technical Education,Total Enrollment,219,20190903
2019,1,Allegany,603,West Side Elementary,Prekindergarten,33,20190903
2019,1,Allegany,603,West Side Elementary,Kindergarten,58,20190903
2019,1,Allegany,603,West Side Elementary,Grade 1,63,20190903
2019,1,Allegany,603,West Side Elementary,Grade 2,63,20190903
2019,1,Allegany,603,West Side Elementary,Grade 3,50,20190903
2019,1,Allegany,603,West Side Elementary,Grade 4,63,20190903
2019,1,Allegany,603,West Side Elementary,Grade 5,75,20190903
2019,1,Allegany,603,West Side Elementary,Total Enrollment,405,20190903
2019,1,Allegany,606,Allegany High,Grade 9,211,20190903
2019,1,Allegany,606,Allegany High,Grade 10,190,20190903
2019,1,Allegany,606,Allegany High,Grade 11,171,20190903
2019,1,Allegany,606,Allegany High,Grade 12,149,20190903
2019,1,Allegany,606,Allegany High,Total Enrollment,721,20190903
2019,1,Allegany,701,Cresaptown Elementary,Prekindergarten,28,20190903
2019,1,Allegany,701,Cresaptown Elementary,Kindergarten,44,20190903
2019,1,Allegany,701,Cresaptown Elementary,Grade 1,54,20190903
2019,1,Allegany,701,Cresaptown Elementary,Grade 2,49,20190903
2019,1,Allegany,701,Cresaptown Elementary,Grade 3,46,20190903
2019,1,Allegany,701,Cresaptown Elementary,Grade 4,54,20190903
2019,1,Allegany,701,Cresaptown Elementary,Grade 5,46,20190903
2019,1,Allegany,701,Cresaptown Elementary,Total Enrollment,321,20190903
2019,1,Allegany,702,Bel Air Elementary,Prekindergarten,16,20190903
2019,1,Allegany,702,Bel Air Elementary,Kindergarten,32,20190903
2019,1,Allegany,702,Bel Air Elementary,Grade 1,34,20190903
2019,1,Allegany,702,Bel Air Elementary,Grade 2,29,20190903
2019,1,Allegany,702,Bel Air Elementary,Grade 3,48,20190903
2019,1,Allegany,702,Bel Air Elementary,Grade 4,36,20190903
2019,1,Allegany,702,Bel Air Elementary,Grade 5,32,20190903
2019,1,Allegany,702,Bel Air Elementary,Total Enrollment,227,20190903
2019,1,Allegany,801,Westernport Elementary,Prekindergarten,34,20190903
2019,1,Allegany,801,Westernport Elementary,Kindergarten,38,20190903
2019,1,Allegany,801,Westernport Elementary,Grade 1,38,20190903
2019,1,Allegany,801,Westernport Elementary,Grade 2,35,20190903
2019,1,Allegany,801,Westernport Elementary,Grade 3,40,20190903
2019,1,Allegany,801,Westernport Elementary,Grade 4,40,20190903
2019,1,Allegany,801,Westernport Elementary,Grade 5,48,20190903
2019,1,Allegany,801,Westernport Elementary,Total Enrollment,273,20190903
2019,1,Allegany,802,Westmar Middle,Grade 6,89,20190903
2019,1,Allegany,802,Westmar Middle,Grade 7,98,20190903
2019,1,Allegany,802,Westmar Middle,Grade 8,86,20190903
2019,1,Allegany,802,Westmar Middle,Total Enrollment,273,20190903
2019,1,Allegany,1001,George's Creek Elementary,Prekindergarten,39,20190903
2019,1,Allegany,1001,George's Creek Elementary,Kindergarten,39,20190903
2019,1,Allegany,1001,George's Creek Elementary,Grade 1,47,20190903
2019,1,Allegany,1001,George's Creek Elementary,Grade 2,44,20190903
2019,1,Allegany,1001,George's Creek Elementary,Grade 3,38,20190903
2019,1,Allegany,1001,George's Creek Elementary,Grade 4,54,20190903
2019,1,Allegany,1001,George's Creek Elementary,Grade 5,41,20190903
2019,1,Allegany,1001,George's Creek Elementary,Total Enrollment,302,20190903
2019,1,Allegany,1101,Frost Elementary,Prekindergarten,13,20190903
2019,1,Allegany,1101,Frost Elementary,Kindergarten,16,20190903
2019,1,Allegany,1101,Frost Elementary,Grade 1,41,20190903
2019,1,Allegany,1101,Frost Elementary,Grade 2,29,20190903
2019,1,Allegany,1101,Frost Elementary,Grade 3,41,20190903
2019,1,Allegany,1101,Frost Elementary,Grade 4,32,20190903
2019,1,Allegany,1101,Frost Elementary,Grade 5,43,20190903
2019,1,Allegany,1101,Frost Elementary,Total Enrollment,215,20190903
2019,1,Allegany,1301,Mount Savage Middle,Grade 6,135,20190903
2019,1,Allegany,1301,Mount Savage Middle,Grade 7,118,20190903
2019,1,Allegany,1301,Mount Savage Middle,Grade 8,135,20190903
2019,1,Allegany,1301,Mount Savage Middle,Total Enrollment,388,20190903
2019,1,Allegany,1302,Mt. Savage Elementary,Prekindergarten,17,20190903
2019,1,Allegany,1302,Mt. Savage Elementary,Kindergarten,20,20190903
2019,1,Allegany,1302,Mt. Savage Elementary,Grade 1,25,20190903
2019,1,Allegany,1302,Mt. Savage Elementary,Grade 2,32,20190903
2019,1,Allegany,1302,Mt. Savage Elementary,Grade 3,30,20190903
2019,1,Allegany,1302,Mt. Savage Elementary,Grade 4,28,20190903
2019,1,Allegany,1302,Mt. Savage Elementary,Grade 5,34,20190903
2019,1,Allegany,1302,Mt. Savage Elementary,Total Enrollment,186,20190903
2019,1,Allegany,2404,Mountain Ridge High School,Grade 9,231,20190903
2019,1,Allegany,2404,Mountain Ridge High School,Grade 10,238,20190903
2019,1,Allegany,2404,Mountain Ridge High School,Grade 11,163,20190903
2019,1,Allegany,2404,Mountain Ridge High School,Grade 12,160,20190903
2019,1,Allegany,2404,Mountain Ridge High School,Total Enrollment,792,20190903
2019,1,Allegany,2801,Beall Elementary,Prekindergarten,68,20190903
2019,1,Allegany,2801,Beall Elementary,Kindergarten,56,20190903
2019,1,Allegany,2801,Beall Elementary,Grade 1,64,20190903
2019,1,Allegany,2801,Beall Elementary,Grade 2,68,20190903
2019,1,Allegany,2801,Beall Elementary,Grade 3,66,20190903
2019,1,Allegany,2801,Beall Elementary,Grade 4,63,20190903
2019,1,Allegany,2801,Beall Elementary,Grade 5,67,20190903
2019,1,Allegany,2801,Beall Elementary,Total Enrollment,452,20190903
2019,1,Allegany,2901,Cash Valley Elementary,Prekindergarten,51,20190903
2019,1,Allegany,2901,Cash Valley Elementary,Kindergarten,36,20190903
2019,1,Allegany,2901,Cash Valley Elementary,Grade 1,38,20190903
2019,1,Allegany,2901,Cash Valley Elementary,Grade 2,35,20190903
2019,1,Allegany,2901,Cash Valley Elementary,Grade 3,39,20190903
2019,1,Allegany,2901,Cash Valley Elementary,Grade 4,42,20190903
2019,1,Allegany,2901,Cash Valley Elementary,Grade 5,28,20190903
2019,1,Allegany,2901,Cash Valley Elementary,Total Enrollment,269,20190903
2019,1,Allegany,2902,Parkside Elementary,Prekindergarten,18,20190903
2019,1,Allegany,2902,Parkside Elementary,Kindergarten,28,20190903
2019,1,Allegany,2902,Parkside Elementary,Grade 1,26,20190903
2019,1,Allegany,2902,Parkside Elementary,Grade 2,30,20190903
2019,1,Allegany,2902,Parkside Elementary,Grade 3,31,20190903
2019,1,Allegany,2902,Parkside Elementary,Grade 4,31,20190903
2019,1,Allegany,2902,Parkside Elementary,Grade 5,37,20190903
2019,1,Allegany,2902,Parkside Elementary,Total Enrollment,201,20190903
2019,1,Allegany,A,All Allegany Schools,Prekindergarten,469,20190903
2019,1,Allegany,A,All Allegany Schools,Kindergarten,569,20190903
2019,1,Allegany,A,All Allegany Schools,Elementary,3201,20190903
2019,1,Allegany,A,All Allegany Schools,Middle School,1853,20190903
2019,1,Allegany,A,All Allegany Schools,High School,2447,20190903
2019,1,Allegany,A,All Allegany Schools,Total Enrollment,8539,20190903
2019,2,Anne Arundel,1023,Brooklyn Park Middle,Grade 6,305,20190903
2019,2,Anne Arundel,1023,Brooklyn Park Middle,Grade 7,275,20190903
2019,2,Anne Arundel,1023,Brooklyn Park Middle,Grade 8,216,20190903
2019,2,Anne Arundel,1023,Brooklyn Park Middle,Total Enrollment,796,20190903
2019,2,Anne Arundel,1033,Glen Burnie High,Grade 9,587,20190903
2019,2,Anne Arundel,1033,Glen Burnie High,Grade 10,574,20190903
2019,2,Anne Arundel,1033,Glen Burnie High,Grade 11,449,20190903
2019,2,Anne Arundel,1033,Glen Burnie High,Grade 12,425,20190903
2019,2,Anne Arundel,1033,Glen Burnie High,Total Enrollment,2035,20190903
2019,2,Anne Arundel,1043,Corkran Middle School,Grade 6,209,20190903
2019,2,Anne Arundel,1043,Corkran Middle School,Grade 7,237,20190903
2019,2,Anne Arundel,1043,Corkran Middle School,Grade 8,193,20190903
2019,2,Anne Arundel,1043,Corkran Middle School,Total Enrollment,639,20190903
2019,2,Anne Arundel,1053,Lindale Middle,Grade 6,402,20190903
2019,2,Anne Arundel,1053,Lindale Middle,Grade 7,353,20190903
2019,2,Anne Arundel,1053,Lindale Middle,Grade 8,374,20190903
2019,2,Anne Arundel,1053,Lindale Middle,Total Enrollment,1129,20190903
2019,2,Anne Arundel,1063,Marley Middle,Grade 6,293,20190903
2019,2,Anne Arundel,1063,Marley Middle,Grade 7,291,20190903
2019,2,Anne Arundel,1063,Marley Middle,Grade 8,258,20190903
2019,2,Anne Arundel,1063,Marley Middle,Total Enrollment,842,20190903
2019,2,Anne Arundel,1082,Belle Grove Elementary,Prekindergarten,31,20190903
2019,2,Anne Arundel,1082,Belle Grove Elementary,Kindergarten,48,20190903
2019,2,Anne Arundel,1082,Belle Grove Elementary,Grade 1,39,20190903
2019,2,Anne Arundel,1082,Belle Grove Elementary,Grade 2,46,20190903
2019,2,Anne Arundel,1082,Belle Grove Elementary,Grade 3,31,20190903
2019,2,Anne Arundel,1082,Belle Grove Elementary,Grade 4,45,20190903
2019,2,Anne Arundel,1082,Belle Grove Elementary,Grade 5,50,20190903
2019,2,Anne Arundel,1082,Belle Grove Elementary,Total Enrollment,290,20190903
2019,2,Anne Arundel,1092,Brooklyn Park Elementary,Prekindergarten,35,20190903
2019,2,Anne Arundel,1092,Brooklyn Park Elementary,Kindergarten,61,20190903
2019,2,Anne Arundel,1092,Brooklyn Park Elementary,Grade 1,61,20190903
2019,2,Anne Arundel,1092,Brooklyn Park Elementary,Grade 2,69,20190903
2019,2,Anne Arundel,1092,Brooklyn Park Elementary,Grade 3,58,20190903
2019,2,Anne Arundel,1092,Brooklyn Park Elementary,Grade 4,64,20190903
2019,2,Anne Arundel,1092,Brooklyn Park Elementary,Grade 5,67,20190903
2019,2,Anne Arundel,1092,Brooklyn Park Elementary,Total Enrollment,415,20190903
2019,2,Anne Arundel,1102,Ferndale Early Education Center,Prekindergarten,80,20190903
2019,2,Anne Arundel,1102,Ferndale Early Education Center,Kindergarten,45,20190903
2019,2,Anne Arundel,1102,Ferndale Early Education Center,Total Enrollment,125,20190903
2019,2,Anne Arundel,1112,George T. Cromwell Elementary,Grade 1,56,20190903
2019,2,Anne Arundel,1112,George T. Cromwell Elementary,Grade 2,59,20190903
2019,2,Anne Arundel,1112,George T. Cromwell Elementary,Grade 3,68,20190903
2019,2,Anne Arundel,1112,George T. Cromwell Elementary,Grade 4,59,20190903
2019,2,Anne Arundel,1112,George T. Cromwell Elementary,Grade 5,79,20190903
2019,2,Anne Arundel,1112,George T. Cromwell Elementary,Total Enrollment,321,20190903
2019,2,Anne Arundel,1122,Freetown Elementary,Prekindergarten,56,20190903
2019,2,Anne Arundel,1122,Freetown Elementary,Kindergarten,60,20190903
2019,2,Anne Arundel,1122,Freetown Elementary,Grade 1,76,20190903
2019,2,Anne Arundel,1122,Freetown Elementary,Grade 2,79,20190903
2019,2,Anne Arundel,1122,Freetown Elementary,Grade 3,78,20190903
2019,2,Anne Arundel,1122,Freetown Elementary,Grade 4,70,20190903
2019,2,Anne Arundel,1122,Freetown Elementary,Grade 5,78,20190903
2019,2,Anne Arundel,1122,Freetown Elementary,Total Enrollment,497,20190903
2019,2,Anne Arundel,1132,Glendale Elementary,Prekindergarten,38,20190903
2019,2,Anne Arundel,1132,Glendale Elementary,Kindergarten,52,20190903
2019,2,Anne Arundel,1132,Glendale Elementary,Grade 1,70,20190903
2019,2,Anne Arundel,1132,Glendale Elementary,Grade 2,63,20190903
2019,2,Anne Arundel,1132,Glendale Elementary,Grade 3,73,20190903
2019,2,Anne Arundel,1132,Glendale Elementary,Grade 4,53,20190903
2019,2,Anne Arundel,1132,Glendale Elementary,Grade 5,84,20190903
2019,2,Anne Arundel,1132,Glendale Elementary,Total Enrollment,433,20190903
2019,2,Anne Arundel,1142,Hilltop Elementary,Prekindergarten,55,20190903
2019,2,Anne Arundel,1142,Hilltop Elementary,Kindergarten,128,20190903
2019,2,Anne Arundel,1142,Hilltop Elementary,Grade 1,119,20190903
2019,2,Anne Arundel,1142,Hilltop Elementary,Grade 2,98,20190903
2019,2,Anne Arundel,1142,Hilltop Elementary,Grade 3,111,20190903
2019,2,Anne Arundel,1142,Hilltop Elementary,Grade 4,127,20190903
2019,2,Anne Arundel,1142,Hilltop Elementary,Grade 5,101,20190903
2019,2,Anne Arundel,1142,Hilltop Elementary,Total Enrollment,739,20190903
2019,2,Anne Arundel,1152,Linthicum Elementary,Kindergarten,79,20190903
2019,2,Anne Arundel,1152,Linthicum Elementary,Grade 1,79,20190903
2019,2,Anne Arundel,1152,Linthicum Elementary,Grade 2,89,20190903
2019,2,Anne Arundel,1152,Linthicum Elementary,Grade 3,70,20190903
2019,2,Anne Arundel,1152,Linthicum Elementary,Grade 4,87,20190903
2019,2,Anne Arundel,1152,Linthicum Elementary,Grade 5,77,20190903
2019,2,Anne Arundel,1152,Linthicum Elementary,Total Enrollment,481,20190903
2019,2,Anne Arundel,1162,Marley Elementary,Prekindergarten,40,20190903
2019,2,Anne Arundel,1162,Marley Elementary,Kindergarten,135,20190903
2019,2,Anne Arundel,1162,Marley Elementary,Grade 1,134,20190903
2019,2,Anne Arundel,1162,Marley Elementary,Grade 2,132,20190903
2019,2,Anne Arundel,1162,Marley Elementary,Grade 3,142,20190903
2019,2,Anne Arundel,1162,Marley Elementary,Grade 4,121,20190903
2019,2,Anne Arundel,1162,Marley Elementary,Grade 5,148,20190903
2019,2,Anne Arundel,1162,Marley Elementary,Total Enrollment,852,20190903
2019,2,Anne Arundel,1172,North Glen Elementary,Prekindergarten,33,20190903
2019,2,Anne Arundel,1172,North Glen Elementary,Kindergarten,34,20190903
2019,2,Anne Arundel,1172,North Glen Elementary,Grade 1,36,20190903
2019,2,Anne Arundel,1172,North Glen Elementary,Grade 2,42,20190903
2019,2,Anne Arundel,1172,North Glen Elementary,Grade 3,56,20190903
2019,2,Anne Arundel,1172,North Glen Elementary,Grade 4,46,20190903
2019,2,Anne Arundel,1172,North Glen Elementary,Grade 5,31,20190903
2019,2,Anne Arundel,1172,North Glen Elementary,Total Enrollment,278,20190903
2019,2,Anne Arundel,1182,Oakwood Elementary,Prekindergarten,57,20190903
2019,2,Anne Arundel,1182,Oakwood Elementary,Kindergarten,42,20190903
2019,2,Anne Arundel,1182,Oakwood Elementary,Grade 1,47,20190903
2019,2,Anne Arundel,1182,Oakwood Elementary,Grade 2,51,20190903
2019,2,Anne Arundel,1182,Oakwood Elementary,Grade 3,47,20190903
2019,2,Anne Arundel,1182,Oakwood Elementary,Grade 4,31,20190903
2019,2,Anne Arundel,1182,Oakwood Elementary,Grade 5,44,20190903
2019,2,Anne Arundel,1182,Oakwood Elementary,Total Enrollment,319,20190903
2019,2,Anne Arundel,1192,Overlook Elementary,Prekindergarten,36,20190903
2019,2,Anne Arundel,1192,Overlook Elementary,Kindergarten,81,20190903
2019,2,Anne Arundel,1192,Overlook Elementary,Grade 1,45,20190903
2019,2,Anne Arundel,1192,Overlook Elementary,Grade 2,62,20190903
2019,2,Anne Arundel,1192,Overlook Elementary,Grade 3,46,20190903
2019,2,Anne Arundel,1192,Overlook Elementary,Grade 4,65,20190903
2019,2,Anne Arundel,1192,Overlook Elementary,Grade 5,49,20190903
2019,2,Anne Arundel,1192,Overlook Elementary,Total Enrollment,384,20190903
2019,2,Anne Arundel,1202,Park Elementary,Prekindergarten,42,20190903
2019,2,Anne Arundel,1202,Park Elementary,Kindergarten,79,20190903
2019,2,Anne Arundel,1202,Park Elementary,Grade 1,68,20190903
2019,2,Anne Arundel,1202,Park Elementary,Grade 2,81,20190903
2019,2,Anne Arundel,1202,Park Elementary,Grade 3,72,20190903
2019,2,Anne Arundel,1202,Park Elementary,Grade 4,74,20190903
2019,2,Anne Arundel,1202,Park Elementary,Grade 5,80,20190903
2019,2,Anne Arundel,1202,Park Elementary,Total Enrollment,496,20190903
2019,2,Anne Arundel,1212,Point Pleasant Elementary,Prekindergarten,34,20190903
2019,2,Anne Arundel,1212,Point Pleasant Elementary,Kindergarten,79,20190903
2019,2,Anne Arundel,1212,Point Pleasant Elementary,Grade 1,82,20190903
2019,2,Anne Arundel,1212,Point Pleasant Elementary,Grade 2,79,20190903
2019,2,Anne Arundel,1212,Point Pleasant Elementary,Grade 3,85,20190903
2019,2,Anne Arundel,1212,Point Pleasant Elementary,Grade 4,84,20190903
2019,2,Anne Arundel,1212,Point Pleasant Elementary,Grade 5,84,20190903
2019,2,Anne Arundel,1212,Point Pleasant Elementary,Total Enrollment,527,20190903
2019,2,Anne Arundel,1232,Quarterfield Elementary,Prekindergarten,57,20190903
2019,2,Anne Arundel,1232,Quarterfield Elementary,Kindergarten,83,20190903
2019,2,Anne Arundel,1232,Quarterfield Elementary,Grade 1,74,20190903
2019,2,Anne Arundel,1232,Quarterfield Elementary,Grade 2,52,20190903
2019,2,Anne Arundel,1232,Quarterfield Elementary,Grade 3,73,20190903
2019,2,Anne Arundel,1232,Quarterfield Elementary,Grade 4,74,20190903
2019,2,Anne Arundel,1232,Quarterfield Elementary,Grade 5,58,20190903
2019,2,Anne Arundel,1232,Quarterfield Elementary,Total Enrollment,471,20190903
2019,2,Anne Arundel,1242,Richard Henry Lee Elementary,Kindergarten,67,20190903
2019,2,Anne Arundel,1242,Richard Henry Lee Elementary,Grade 1,78,20190903
2019,2,Anne Arundel,1242,Richard Henry Lee Elementary,Grade 2,69,20190903
2019,2,Anne Arundel,1242,Richard Henry Lee Elementary,Grade 3,74,20190903
2019,2,Anne Arundel,1242,Richard Henry Lee Elementary,Grade 4,99,20190903
2019,2,Anne Arundel,1242,Richard Henry Lee Elementary,Grade 5,83,20190903
2019,2,Anne Arundel,1242,Richard Henry Lee Elementary,Total Enrollment,470,20190903
2019,2,Anne Arundel,1262,Woodside Elementary,Prekindergarten,21,20190903
2019,2,Anne Arundel,1262,Woodside Elementary,Kindergarten,56,20190903
2019,2,Anne Arundel,1262,Woodside Elementary,Grade 1,50,20190903
2019,2,Anne Arundel,1262,Woodside Elementary,Grade 2,59,20190903
2019,2,Anne Arundel,1262,Woodside Elementary,Grade 3,60,20190903
2019,2,Anne Arundel,1262,Woodside Elementary,Grade 4,45,20190903
2019,2,Anne Arundel,1262,Woodside Elementary,Grade 5,60,20190903
2019,2,Anne Arundel,1262,Woodside Elementary,Total Enrollment,351,20190903
2019,2,Anne Arundel,1274,Marley Glen School,Prekindergarten,74,20190903
2019,2,Anne Arundel,1274,Marley Glen School,Kindergarten,*,20190903
2019,2,Anne Arundel,1274,Marley Glen School,Grade 1,*,20190903
2019,2,Anne Arundel,1274,Marley Glen School,Grade 2,*,20190903
2019,2,Anne Arundel,1274,Marley Glen School,Grade 3,*,20190903
2019,2,Anne Arundel,1274,Marley Glen School,Grade 4,*,20190903
2019,2,Anne Arundel,1274,Marley Glen School,Grade 5,*,20190903
2019,2,Anne Arundel,1274,Marley Glen School,Grade 6,*,20190903
2019,2,Anne Arundel,1274,Marley Glen School,Grade 7,*,20190903
2019,2,Anne Arundel,1274,Marley Glen School,Grade 8,*,20190903
2019,2,Anne Arundel,1274,Marley Glen School,Grade 9,*,20190903
2019,2,Anne Arundel,1274,Marley Glen School,Grade 10,*,20190903
2019,2,Anne Arundel,1274,Marley Glen School,Grade 11,*,20190903
2019,2,Anne Arundel,1274,Marley Glen School,Grade 12,*,20190903
2019,2,Anne Arundel,1274,Marley Glen School,Total Enrollment,136,20190903
2019,2,Anne Arundel,1323,North County High,Grade 9,629,20190903
2019,2,Anne Arundel,1323,North County High,Grade 10,634,20190903
2019,2,Anne Arundel,1323,North County High,Grade 11,531,20190903
2019,2,Anne Arundel,1323,North County High,Grade 12,495,20190903
2019,2,Anne Arundel,1323,North County High,Total Enrollment,2289,20190903
2019,2,Anne Arundel,2013,Severna Park High,Grade 9,481,20190903
2019,2,Anne Arundel,2013,Severna Park High,Grade 10,522,20190903
2019,2,Anne Arundel,2013,Severna Park High,Grade 11,437,20190903
2019,2,Anne Arundel,2013,Severna Park High,Grade 12,425,20190903
2019,2,Anne Arundel,2013,Severna Park High,Total Enrollment,1865,20190903
2019,2,Anne Arundel,2023,Northeast High,Grade 9,350,20190903
2019,2,Anne Arundel,2023,Northeast High,Grade 10,369,20190903
2019,2,Anne Arundel,2023,Northeast High,Grade 11,353,20190903
2019,2,Anne Arundel,2023,Northeast High,Grade 12,303,20190903
2019,2,Anne Arundel,2023,Northeast High,Total Enrollment,1375,20190903
2019,2,Anne Arundel,2033,George Fox Middle,Grade 6,328,20190903
2019,2,Anne Arundel,2033,George Fox Middle,Grade 7,281,20190903
2019,2,Anne Arundel,2033,George Fox Middle,Grade 8,254,20190903
2019,2,Anne Arundel,2033,George Fox Middle,Total Enrollment,863,20190903
2019,2,Anne Arundel,2043,Severna Park Middle,Grade 6,491,20190903
2019,2,Anne Arundel,2043,Severna Park Middle,Grade 7,450,20190903
2019,2,Anne Arundel,2043,Severna Park Middle,Grade 8,528,20190903
2019,2,Anne Arundel,2043,Severna Park Middle,Total Enrollment,1469,20190903
2019,2,Anne Arundel,2052,Arnold Elementary,Kindergarten,54,20190903
2019,2,Anne Arundel,2052,Arnold Elementary,Grade 1,75,20190903
2019,2,Anne Arundel,2052,Arnold Elementary,Grade 2,78,20190903
2019,2,Anne Arundel,2052,Arnold Elementary,Grade 3,87,20190903
2019,2,Anne Arundel,2052,Arnold Elementary,Grade 4,79,20190903
2019,2,Anne Arundel,2052,Arnold Elementary,Grade 5,62,20190903
2019,2,Anne Arundel,2052,Arnold Elementary,Total Enrollment,435,20190903
2019,2,Anne Arundel,2062,Belvedere Elementary,Prekindergarten,46,20190903
2019,2,Anne Arundel,2062,Belvedere Elementary,Kindergarten,77,20190903
2019,2,Anne Arundel,2062,Belvedere Elementary,Grade 1,70,20190903
2019,2,Anne Arundel,2062,Belvedere Elementary,Grade 2,77,20190903
2019,2,Anne Arundel,2062,Belvedere Elementary,Grade 3,90,20190903
2019,2,Anne Arundel,2062,Belvedere Elementary,Grade 4,92,20190903
2019,2,Anne Arundel,2062,Belvedere Elementary,Grade 5,94,20190903
2019,2,Anne Arundel,2062,Belvedere Elementary,Total Enrollment,546,20190903
2019,2,Anne Arundel,2072,Benfield Elementary,Prekindergarten,*,20190903
2019,2,Anne Arundel,2072,Benfield Elementary,Kindergarten,71,20190903
2019,2,Anne Arundel,2072,Benfield Elementary,Grade 1,64,20190903
2019,2,Anne Arundel,2072,Benfield Elementary,Grade 2,52,20190903
2019,2,Anne Arundel,2072,Benfield Elementary,Grade 3,71,20190903
2019,2,Anne Arundel,2072,Benfield Elementary,Grade 4,85,20190903
2019,2,Anne Arundel,2072,Benfield Elementary,Grade 5,82,20190903
2019,2,Anne Arundel,2072,Benfield Elementary,Total Enrollment,434,20190903
2019,2,Anne Arundel,2082,Bodkin Elementary,Kindergarten,83,20190903
2019,2,Anne Arundel,2082,Bodkin Elementary,Grade 1,84,20190903
2019,2,Anne Arundel,2082,Bodkin Elementary,Grade 2,94,20190903
2019,2,Anne Arundel,2082,Bodkin Elementary,Grade 3,105,20190903
2019,2,Anne Arundel,2082,Bodkin Elementary,Grade 4,82,20190903
2019,2,Anne Arundel,2082,Bodkin Elementary,Grade 5,117,20190903
2019,2,Anne Arundel,2082,Bodkin Elementary,Total Enrollment,565,20190903
2019,2,Anne Arundel,2092,Cape St. Claire Elementary,Kindergarten,84,20190903
2019,2,Anne Arundel,2092,Cape St. Claire Elementary,Grade 1,103,20190903
2019,2,Anne Arundel,2092,Cape St. Claire Elementary,Grade 2,101,20190903
2019,2,Anne Arundel,2092,Cape St. Claire Elementary,Grade 3,100,20190903
2019,2,Anne Arundel,2092,Cape St. Claire Elementary,Grade 4,117,20190903
2019,2,Anne Arundel,2092,Cape St. Claire Elementary,Grade 5,108,20190903
2019,2,Anne Arundel,2092,Cape St. Claire Elementary,Total Enrollment,613,20190903
2019,2,Anne Arundel,2102,Folger Mckinsey Elementary,Kindergarten,97,20190903
2019,2,Anne Arundel,2102,Folger Mckinsey Elementary,Grade 1,108,20190903
2019,2,Anne Arundel,2102,Folger Mckinsey Elementary,Grade 2,94,20190903
2019,2,Anne Arundel,2102,Folger Mckinsey Elementary,Grade 3,112,20190903
2019,2,Anne Arundel,2102,Folger Mckinsey Elementary,Grade 4,100,20190903
