Academic Year,LEA Number,LEA Name,School Number,School Name,Grade,Enrolled Count,Create Date
2015,2,Anne Arundel,1132,Glendale Elementary,Grade 4,58,20150724
2015,2,Anne Arundel,1132,Glendale Elementary,Grade 5,49,20150724
2015,2,Anne Arundel,1132,Glendale Elementary,Total Enrollment,406,20150724
2015,2,Anne Arundel,1142,Hilltop Elementary,Prekindergarten,62,20150724
2015,2,Anne Arundel,1142,Hilltop Elementary,Kindergarten,124,20150724
2015,2,Anne Arundel,1142,Hilltop Elementary,Grade 1,109,20150724
2015,2,Anne Arundel,1142,Hilltop Elementary,Grade 2,125,20150724
2015,2,Anne Arundel,1142,Hilltop Elementary,Grade 3,87,20150724
2015,2,Anne Arundel,1142,Hilltop Elementary,Grade 4,101,20150724
2015,2,Anne Arundel,1142,Hilltop Elementary,Grade 5,91,20150724
2015,2,Anne Arundel,1142,Hilltop Elementary,Total Enrollment,699,20150724
2015,2,Anne Arundel,1152,Linthicum Elementary,Kindergarten,86,20150724
2015,2,Anne Arundel,1152,Linthicum Elementary,Grade 1,78,20150724
2015,2,Anne Arundel,1152,Linthicum Elementary,Grade 2,92,20150724
2015,2,Anne Arundel,1152,Linthicum Elementary,Grade 3,63,20150724
2015,2,Anne Arundel,1152,Linthicum Elementary,Grade 4,68,20150724
2015,2,Anne Arundel,1152,Linthicum Elementary,Grade 5,81,20150724
2015,2,Anne Arundel,1152,Linthicum Elementary,Total Enrollment,468,20150724
2015,2,Anne Arundel,1162,Marley Elementary,Prekindergarten,61,20150724
2015,2,Anne Arundel,1162,Marley Elementary,Kindergarten,104,20150724
2015,2,Anne Arundel,1162,Marley Elementary,Grade 1,136,20150724
2015,2,Anne Arundel,1162,Marley Elementary,Grade 2,109,20150724
2015,2,Anne Arundel,1162,Marley Elementary,Grade 3,106,20150724
2015,2,Anne Arundel,1162,Marley Elementary,Grade 4,98,20150724
2015,2,Anne Arundel,1162,Marley Elementary,Grade 5,110,20150724
2015,2,Anne Arundel,1162,Marley Elementary,Total Enrollment,724,20150724
2015,2,Anne Arundel,1172,North Glen Elementary,Prekindergarten,48,20150724
2015,2,Anne Arundel,1172,North Glen Elementary,Kindergarten,47,20150724
2015,2,Anne Arundel,1172,North Glen Elementary,Grade 1,38,20150724
2015,2,Anne Arundel,1172,North Glen Elementary,Grade 2,35,20150724
2015,2,Anne Arundel,1172,North Glen Elementary,Grade 3,44,20150724
2015,2,Anne Arundel,1172,North Glen Elementary,Grade 4,29,20150724
2015,2,Anne Arundel,1172,North Glen Elementary,Grade 5,30,20150724
2015,2,Anne Arundel,1172,North Glen Elementary,Total Enrollment,271,20150724
2015,2,Anne Arundel,1182,Oakwood Elementary,Prekindergarten,53,20150724
2015,2,Anne Arundel,1182,Oakwood Elementary,Kindergarten,46,20150724
2015,2,Anne Arundel,1182,Oakwood Elementary,Grade 1,41,20150724
2015,2,Anne Arundel,1182,Oakwood Elementary,Grade 2,46,20150724
2015,2,Anne Arundel,1182,Oakwood Elementary,Grade 3,46,20150724
2015,2,Anne Arundel,1182,Oakwood Elementary,Grade 4,42,20150724
2015,2,Anne Arundel,1182,Oakwood Elementary,Grade 5,39,20150724
2015,2,Anne Arundel,1182,Oakwood Elementary,Total Enrollment,313,20150724
2015,2,Anne Arundel,1192,Overlook Elementary,Kindergarten,61,20150724
2015,2,Anne Arundel,1192,Overlook Elementary,Grade 1,46,20150724
2015,2,Anne Arundel,1192,Overlook Elementary,Grade 2,59,20150724
2015,2,Anne Arundel,1192,Overlook Elementary,Grade 3,42,20150724
2015,2,Anne Arundel,1192,Overlook Elementary,Grade 4,38,20150724
2015,2,Anne Arundel,1192,Overlook Elementary,Grade 5,34,20150724
2015,2,Anne Arundel,1192,Overlook Elementary,Total Enrollment,280,20150724
2015,2,Anne Arundel,1202,Park Elementary,Prekindergarten,37,20150724
2015,2,Anne Arundel,1202,Park Elementary,Kindergarten,72,20150724
2015,2,Anne Arundel,1202,Park Elementary,Grade 1,72,20150724
2015,2,Anne Arundel,1202,Park Elementary,Grade 2,76,20150724
2015,2,Anne Arundel,1202,Park Elementary,Grade 3,80,20150724
2015,2,Anne Arundel,1202,Park Elementary,Grade 4,71,20150724
2015,2,Anne Arundel,1202,Park Elementary,Grade 5,60,20150724
2015,2,Anne Arundel,1202,Park Elementary,Total Enrollment,468,20150724
2015,2,Anne Arundel,1212,Point Pleasant Elementary,Prekindergarten,39,20150724
2015,2,Anne Arundel,1212,Point Pleasant Elementary,Kindergarten,89,20150724
2015,2,Anne Arundel,1212,Point Pleasant Elementary,Grade 1,87,20150724
2015,2,Anne Arundel,1212,Point Pleasant Elementary,Grade 2,84,20150724
2015,2,Anne Arundel,1212,Point Pleasant Elementary,Grade 3,87,20150724
2015,2,Anne Arundel,1212,Point Pleasant Elementary,Grade 4,71,20150724
2015,2,Anne Arundel,1212,Point Pleasant Elementary,Grade 5,89,20150724
2015,2,Anne Arundel,1212,Point Pleasant Elementary,Total Enrollment,546,20150724
2015,2,Anne Arundel,1232,Quarterfield Elementary,Prekindergarten,52,20150724
2015,2,Anne Arundel,1232,Quarterfield Elementary,Kindergarten,61,20150724
2015,2,Anne Arundel,1232,Quarterfield Elementary,Grade 1,70,20150724
2015,2,Anne Arundel,1232,Quarterfield Elementary,Grade 2,77,20150724
2015,2,Anne Arundel,1232,Quarterfield Elementary,Grade 3,66,20150724
2015,2,Anne Arundel,1232,Quarterfield Elementary,Grade 4,38,20150724
2015,2,Anne Arundel,1232,Quarterfield Elementary,Grade 5,58,20150724
2015,2,Anne Arundel,1232,Quarterfield Elementary,Total Enrollment,422,20150724
2015,2,Anne Arundel,1242,Richard Henry Lee Elementary,Kindergarten,108,20150724
2015,2,Anne Arundel,1242,Richard Henry Lee Elementary,Grade 1,82,20150724
2015,2,Anne Arundel,1242,Richard Henry Lee Elementary,Grade 2,92,20150724
2015,2,Anne Arundel,1242,Richard Henry Lee Elementary,Grade 3,106,20150724
2015,2,Anne Arundel,1242,Richard Henry Lee Elementary,Grade 4,64,20150724
2015,2,Anne Arundel,1242,Richard Henry Lee Elementary,Grade 5,81,20150724
2015,2,Anne Arundel,1242,Richard Henry Lee Elementary,Total Enrollment,533,20150724
2015,2,Anne Arundel,1262,Woodside Elementary,Prekindergarten,22,20150724
2015,2,Anne Arundel,1262,Woodside Elementary,Kindergarten,53,20150724
2015,2,Anne Arundel,1262,Woodside Elementary,Grade 1,54,20150724
2015,2,Anne Arundel,1262,Woodside Elementary,Grade 2,56,20150724
2015,2,Anne Arundel,1262,Woodside Elementary,Grade 3,44,20150724
2015,2,Anne Arundel,1262,Woodside Elementary,Grade 4,47,20150724
2015,2,Anne Arundel,1262,Woodside Elementary,Grade 5,49,20150724
2015,2,Anne Arundel,1262,Woodside Elementary,Total Enrollment,325,20150724
2015,2,Anne Arundel,1274,Marley Glen School,Prekindergarten,30,20150724
2015,2,Anne Arundel,1274,Marley Glen School,Kindergarten,*,20150724
2015,2,Anne Arundel,1274,Marley Glen School,Grade 1,*,20150724
2015,2,Anne Arundel,1274,Marley Glen School,Grade 2,*,20150724
2015,2,Anne Arundel,1274,Marley Glen School,Grade 3,*,20150724
2015,2,Anne Arundel,1274,Marley Glen School,Grade 4,*,20150724
2015,2,Anne Arundel,1274,Marley Glen School,Grade 5,*,20150724
2015,2,Anne Arundel,1274,Marley Glen School,Grade 6,*,20150724
2015,2,Anne Arundel,1274,Marley Glen School,Grade 7,*,20150724
2015,2,Anne Arundel,1274,Marley Glen School,Grade 8,*,20150724
2015,2,Anne Arundel,1274,Marley Glen School,Grade 9,*,20150724
2015,2,Anne Arundel,1274,Marley Glen School,Grade 10,*,20150724
2015,2,Anne Arundel,1274,Marley Glen School,Grade 11,*,20150724
2015,2,Anne Arundel,1274,Marley Glen School,Grade 12,*,20150724
2015,2,Anne Arundel,1274,Marley Glen School,Total Enrollment,77,20150724
2015,2,Anne Arundel,1323,North County High,Grade 9,596,20150724
2015,2,Anne Arundel,1323,North County High,Grade 10,491,20150724
2015,2,Anne Arundel,1323,North County High,Grade 11,484,20150724
2015,2,Anne Arundel,1323,North County High,Grade 12,442,20150724
2015,2,Anne Arundel,1323,North County High,Total Enrollment,2013,20150724
2015,2,Anne Arundel,2013,Severna Park High,Grade 9,480,20150724
2015,2,Anne Arundel,2013,Severna Park High,Grade 10,434,20150724
2015,2,Anne Arundel,2013,Severna Park High,Grade 11,493,20150724
2015,2,Anne Arundel,2013,Severna Park High,Grade 12,465,20150724
2015,2,Anne Arundel,2013,Severna Park High,Total Enrollment,1872,20150724
2015,2,Anne Arundel,2023,Northeast High,Grade 9,374,20150724
2015,2,Anne Arundel,2023,Northeast High,Grade 10,316,20150724
2015,2,Anne Arundel,2023,Northeast High,Grade 11,345,20150724
2015,2,Anne Arundel,2023,Northeast High,Grade 12,300,20150724
2015,2,Anne Arundel,2023,Northeast High,Total Enrollment,1335,20150724
2015,2,Anne Arundel,2033,George Fox Middle,Grade 6,312,20150724
2015,2,Anne Arundel,2033,George Fox Middle,Grade 7,329,20150724
2015,2,Anne Arundel,2033,George Fox Middle,Grade 8,289,20150724
2015,2,Anne Arundel,2033,George Fox Middle,Total Enrollment,930,20150724
2015,2,Anne Arundel,2043,Severna Park Middle,Grade 6,510,20150724
2015,2,Anne Arundel,2043,Severna Park Middle,Grade 7,444,20150724
2015,2,Anne Arundel,2043,Severna Park Middle,Grade 8,488,20150724
2015,2,Anne Arundel,2043,Severna Park Middle,Total Enrollment,1442,20150724
2015,2,Anne Arundel,2052,Arnold Elementary,Kindergarten,70,20150724
2015,2,Anne Arundel,2052,Arnold Elementary,Grade 1,59,20150724
2015,2,Anne Arundel,2052,Arnold Elementary,Grade 2,71,20150724
2015,2,Anne Arundel,2052,Arnold Elementary,Grade 3,60,20150724
2015,2,Anne Arundel,2052,Arnold Elementary,Grade 4,68,20150724
2015,2,Anne Arundel,2052,Arnold Elementary,Grade 5,80,20150724
2015,2,Anne Arundel,2052,Arnold Elementary,Total Enrollment,408,20150724
2015,2,Anne Arundel,2062,Belvedere Elementary,Prekindergarten,37,20150724
2015,2,Anne Arundel,2062,Belvedere Elementary,Kindergarten,68,20150724
2015,2,Anne Arundel,2062,Belvedere Elementary,Grade 1,81,20150724
2015,2,Anne Arundel,2062,Belvedere Elementary,Grade 2,81,20150724
2015,2,Anne Arundel,2062,Belvedere Elementary,Grade 3,74,20150724
2015,2,Anne Arundel,2062,Belvedere Elementary,Grade 4,75,20150724
2015,2,Anne Arundel,2062,Belvedere Elementary,Grade 5,65,20150724
2015,2,Anne Arundel,2062,Belvedere Elementary,Total Enrollment,481,20150724
2015,2,Anne Arundel,2072,Benfield Elementary,Prekindergarten,13,20150724
2015,2,Anne Arundel,2072,Benfield Elementary,Kindergarten,60,20150724
2015,2,Anne Arundel,2072,Benfield Elementary,Grade 1,74,20150724
2015,2,Anne Arundel,2072,Benfield Elementary,Grade 2,69,20150724
2015,2,Anne Arundel,2072,Benfield Elementary,Grade 3,74,20150724
2015,2,Anne Arundel,2072,Benfield Elementary,Grade 4,91,20150724
2015,2,Anne Arundel,2072,Benfield Elementary,Grade 5,85,20150724
2015,2,Anne Arundel,2072,Benfield Elementary,Total Enrollment,466,20150724
2015,2,Anne Arundel,2082,Bodkin Elementary,Kindergarten,68,20150724
2015,2,Anne Arundel,2082,Bodkin Elementary,Grade 1,108,20150724
2015,2,Anne Arundel,2082,Bodkin Elementary,Grade 2,98,20150724
2015,2,Anne Arundel,2082,Bodkin Elementary,Grade 3,110,20150724
2015,2,Anne Arundel,2082,Bodkin Elementary,Grade 4,99,20150724
2015,2,Anne Arundel,2082,Bodkin Elementary,Grade 5,105,20150724
2015,2,Anne Arundel,2082,Bodkin Elementary,Total Enrollment,588,20150724
2015,2,Anne Arundel,2092,Cape St. Claire Elementary,Kindergarten,106,20150724
2015,2,Anne Arundel,2092,Cape St. Claire Elementary,Grade 1,111,20150724
2015,2,Anne Arundel,2092,Cape St. Claire Elementary,Grade 2,98,20150724
2015,2,Anne Arundel,2092,Cape St. Claire Elementary,Grade 3,95,20150724
2015,2,Anne Arundel,2092,Cape St. Claire Elementary,Grade 4,117,20150724
2015,2,Anne Arundel,2092,Cape St. Claire Elementary,Grade 5,119,20150724
2015,2,Anne Arundel,2092,Cape St. Claire Elementary,Total Enrollment,646,20150724
2015,2,Anne Arundel,2102,Folger Mckinsey Elementary,Kindergarten,92,20150724
2015,2,Anne Arundel,2102,Folger Mckinsey Elementary,Grade 1,100,20150724
2015,2,Anne Arundel,2102,Folger Mckinsey Elementary,Grade 2,108,20150724
2015,2,Anne Arundel,2102,Folger Mckinsey Elementary,Grade 3,93,20150724
