Academic Year,LEA Number,LEA Name,School Number,School Name,Grade,Enrolled Count,Create Date
2013,01,Allegany,0702,Bel Air Elementary,Grade 1,39,20130702
2013,01,Allegany,0702,Bel Air Elementary,Grade 2,24,20130702
2013,01,Allegany,0702,Bel Air Elementary,Grade 3,18,20130702
2013,01,Allegany,0702,Bel Air Elementary,Grade 4,44,20130702
2013,01,Allegany,0702,Bel Air Elementary,Grade 5,27,20130702
2013,01,Allegany,0702,Bel Air Elementary,Total Enrollment,203,20130702
2013,01,Allegany,0801,Westernport Elementary,Prekindergarten,38,20130702
2013,01,Allegany,0801,Westernport Elementary,Kindergarten,34,20130702
2013,01,Allegany,0801,Westernport Elementary,Grade 1,49,20130702
2013,01,Allegany,0801,Westernport Elementary,Grade 2,40,20130702
2013,01,Allegany,0801,Westernport Elementary,Grade 3,31,20130702
2013,01,Allegany,0801,Westernport Elementary,Grade 4,41,20130702
2013,01,Allegany,0801,Westernport Elementary,Grade 5,38,20130702
2013,01,Allegany,0801,Westernport Elementary,Total Enrollment,271,20130702
2013,01,Allegany,0802,Westmar Middle,Grade 6,77,20130702
2013,01,Allegany,0802,Westmar Middle,Grade 7,108,20130702
2013,01,Allegany,0802,Westmar Middle,Grade 8,82,20130702
2013,01,Allegany,0802,Westmar Middle,Total Enrollment,267,20130702
2013,01,Allegany,1001,George's Creek Elementary,Prekindergarten,34,20130702
2013,01,Allegany,1001,George's Creek Elementary,Kindergarten,47,20130702
2013,01,Allegany,1001,George's Creek Elementary,Grade 1,48,20130702
2013,01,Allegany,1001,George's Creek Elementary,Grade 2,42,20130702
2013,01,Allegany,1001,George's Creek Elementary,Grade 3,56,20130702
2013,01,Allegany,1001,George's Creek Elementary,Grade 4,44,20130702
2013,01,Allegany,1001,George's Creek Elementary,Grade 5,48,20130702
2013,01,Allegany,1001,George's Creek Elementary,Total Enrollment,319,20130702
2013,01,Allegany,1101,Frost Elementary,Prekindergarten,14,20130702
2013,01,Allegany,1101,Frost Elementary,Kindergarten,35,20130702
2013,01,Allegany,1101,Frost Elementary,Grade 1,33,20130702
2013,01,Allegany,1101,Frost Elementary,Grade 2,38,20130702
2013,01,Allegany,1101,Frost Elementary,Grade 3,43,20130702
2013,01,Allegany,1101,Frost Elementary,Grade 4,30,20130702
2013,01,Allegany,1101,Frost Elementary,Grade 5,37,20130702
2013,01,Allegany,1101,Frost Elementary,Total Enrollment,230,20130702
2013,01,Allegany,1301,Mount Savage Middle,Grade 6,123,20130702
2013,01,Allegany,1301,Mount Savage Middle,Grade 7,141,20130702
2013,01,Allegany,1301,Mount Savage Middle,Grade 8,133,20130702
2013,01,Allegany,1301,Mount Savage Middle,Total Enrollment,397,20130702
2013,01,Allegany,1302,Mt. Savage Elementary,Prekindergarten,14,20130702
2013,01,Allegany,1302,Mt. Savage Elementary,Kindergarten,39,20130702
2013,01,Allegany,1302,Mt. Savage Elementary,Grade 1,30,20130702
2013,01,Allegany,1302,Mt. Savage Elementary,Grade 2,30,20130702
2013,01,Allegany,1302,Mt. Savage Elementary,Grade 3,31,20130702
2013,01,Allegany,1302,Mt. Savage Elementary,Grade 4,42,20130702
2013,01,Allegany,1302,Mt. Savage Elementary,Grade 5,37,20130702
2013,01,Allegany,1302,Mt. Savage Elementary,Total Enrollment,223,20130702
2013,01,Allegany,2401,Eckhart Alternative School,Grade 6,*,20130702
2013,01,Allegany,2401,Eckhart Alternative School,Grade 7,*,20130702
2013,01,Allegany,2401,Eckhart Alternative School,Grade 8,*,20130702
2013,01,Allegany,2401,Eckhart Alternative School,Grade 9,*,20130702
2013,01,Allegany,2401,Eckhart Alternative School,Grade 10,22,20130702
2013,01,Allegany,2401,Eckhart Alternative School,Grade 11,14,20130702
2013,01,Allegany,2401,Eckhart Alternative School,Grade 12,*,20130702
2013,01,Allegany,2401,Eckhart Alternative School,Total Enrollment,67,20130702
2013,01,Allegany,2404,Mountain Ridge High School,Grade 9,262,20130702
2013,01,Allegany,2404,Mountain Ridge High School,Grade 10,257,20130702
2013,01,Allegany,2404,Mountain Ridge High School,Grade 11,161,20130702
2013,01,Allegany,2404,Mountain Ridge High School,Grade 12,185,20130702
2013,01,Allegany,2404,Mountain Ridge High School,Total Enrollment,865,20130702
2013,01,Allegany,2801,Beall Elementary,Prekindergarten,96,20130702
2013,01,Allegany,2801,Beall Elementary,Kindergarten,65,20130702
2013,01,Allegany,2801,Beall Elementary,Grade 1,42,20130702
2013,01,Allegany,2801,Beall Elementary,Grade 2,62,20130702
2013,01,Allegany,2801,Beall Elementary,Grade 3,65,20130702
2013,01,Allegany,2801,Beall Elementary,Grade 4,58,20130702
2013,01,Allegany,2801,Beall Elementary,Grade 5,52,20130702
2013,01,Allegany,2801,Beall Elementary,Total Enrollment,440,20130702
2013,01,Allegany,2901,Cash Valley Elementary,Prekindergarten,42,20130702
2013,01,Allegany,2901,Cash Valley Elementary,Kindergarten,41,20130702
2013,01,Allegany,2901,Cash Valley Elementary,Grade 1,54,20130702
2013,01,Allegany,2901,Cash Valley Elementary,Grade 2,47,20130702
2013,01,Allegany,2901,Cash Valley Elementary,Grade 3,53,20130702
2013,01,Allegany,2901,Cash Valley Elementary,Grade 4,47,20130702
2013,01,Allegany,2901,Cash Valley Elementary,Grade 5,41,20130702
2013,01,Allegany,2901,Cash Valley Elementary,Total Enrollment,325,20130702
2013,01,Allegany,2902,Parkside Elementary,Prekindergarten,20,20130702
2013,01,Allegany,2902,Parkside Elementary,Kindergarten,30,20130702
2013,01,Allegany,2902,Parkside Elementary,Grade 1,47,20130702
2013,01,Allegany,2902,Parkside Elementary,Grade 2,39,20130702
2013,01,Allegany,2902,Parkside Elementary,Grade 3,43,20130702
2013,01,Allegany,2902,Parkside Elementary,Grade 4,37,20130702
2013,01,Allegany,2902,Parkside Elementary,Grade 5,40,20130702
2013,01,Allegany,2902,Parkside Elementary,Total Enrollment,256,20130702
2013,01,Allegany,5556,Transition Program at Cumberland,Grade 12,24,20130702
2013,01,Allegany,5556,Transition Program at Cumberland,Total Enrollment,24,20130702
2013,01,Allegany,7777,Allegany County Home & Hospital,Kindergarten,*,20130702
2013,01,Allegany,7777,Allegany County Home & Hospital,Grade 1,*,20130702
2013,01,Allegany,7777,Allegany County Home & Hospital,Grade 2,*,20130702
2013,01,Allegany,7777,Allegany County Home & Hospital,Grade 4,*,20130702
2013,01,Allegany,7777,Allegany County Home & Hospital,Grade 5,*,20130702
2013,01,Allegany,7777,Allegany County Home & Hospital,Grade 7,*,20130702
2013,01,Allegany,7777,Allegany County Home & Hospital,Grade 9,*,20130702
2013,01,Allegany,7777,Allegany County Home & Hospital,Grade 10,*,20130702
2013,01,Allegany,7777,Allegany County Home & Hospital,Total Enrollment,11,20130702
2013,01,Allegany,A,All Allegany Schools,Prekindergarten,520,20130702
2013,01,Allegany,A,All Allegany Schools,Kindergarten,647,20130702
2013,01,Allegany,A,All Allegany Schools,Elementary,3175,20130702
2013,01,Allegany,A,All Allegany Schools,Middle School,1923,20130702
2013,01,Allegany,A,All Allegany Schools,High School,2664,20130702
2013,01,Allegany,A,All Allegany Schools,Total Enrollment,8929,20130702
2013,02,Anne Arundel,1023,Brooklyn Park Middle,Grade 6,238,20130702
2013,02,Anne Arundel,1023,Brooklyn Park Middle,Grade 7,239,20130702
2013,02,Anne Arundel,1023,Brooklyn Park Middle,Grade 8,121,20130702
2013,02,Anne Arundel,1023,Brooklyn Park Middle,Total Enrollment,598,20130702
2013,02,Anne Arundel,1033,Glen Burnie High,Grade 9,573,20130702
2013,02,Anne Arundel,1033,Glen Burnie High,Grade 10,536,20130702
2013,02,Anne Arundel,1033,Glen Burnie High,Grade 11,455,20130702
2013,02,Anne Arundel,1033,Glen Burnie High,Grade 12,399,20130702
2013,02,Anne Arundel,1033,Glen Burnie High,Total Enrollment,1963,20130702
2013,02,Anne Arundel,1043,Corkran Middle School,Grade 6,190,20130702
2013,02,Anne Arundel,1043,Corkran Middle School,Grade 7,196,20130702
2013,02,Anne Arundel,1043,Corkran Middle School,Grade 8,182,20130702
2013,02,Anne Arundel,1043,Corkran Middle School,Total Enrollment,568,20130702
2013,02,Anne Arundel,1053,Lindale Middle,Grade 6,258,20130702
2013,02,Anne Arundel,1053,Lindale Middle,Grade 7,261,20130702
2013,02,Anne Arundel,1053,Lindale Middle,Grade 8,254,20130702
2013,02,Anne Arundel,1053,Lindale Middle,Total Enrollment,773,20130702
2013,02,Anne Arundel,1063,Marley Middle,Grade 6,252,20130702
2013,02,Anne Arundel,1063,Marley Middle,Grade 7,263,20130702
2013,02,Anne Arundel,1063,Marley Middle,Grade 8,250,20130702
2013,02,Anne Arundel,1063,Marley Middle,Total Enrollment,765,20130702
2013,02,Anne Arundel,1082,Belle Grove Elementary,Prekindergarten,22,20130702
2013,02,Anne Arundel,1082,Belle Grove Elementary,Kindergarten,36,20130702
2013,02,Anne Arundel,1082,Belle Grove Elementary,Grade 1,33,20130702
2013,02,Anne Arundel,1082,Belle Grove Elementary,Grade 2,32,20130702
2013,02,Anne Arundel,1082,Belle Grove Elementary,Grade 3,31,20130702
2013,02,Anne Arundel,1082,Belle Grove Elementary,Grade 4,32,20130702
2013,02,Anne Arundel,1082,Belle Grove Elementary,Grade 5,37,20130702
2013,02,Anne Arundel,1082,Belle Grove Elementary,Total Enrollment,223,20130702
2013,02,Anne Arundel,1092,Brooklyn Park Elementary,Prekindergarten,40,20130702
2013,02,Anne Arundel,1092,Brooklyn Park Elementary,Kindergarten,61,20130702
2013,02,Anne Arundel,1092,Brooklyn Park Elementary,Grade 1,63,20130702
2013,02,Anne Arundel,1092,Brooklyn Park Elementary,Grade 2,54,20130702
2013,02,Anne Arundel,1092,Brooklyn Park Elementary,Grade 3,57,20130702
2013,02,Anne Arundel,1092,Brooklyn Park Elementary,Grade 4,59,20130702
2013,02,Anne Arundel,1092,Brooklyn Park Elementary,Grade 5,58,20130702
2013,02,Anne Arundel,1092,Brooklyn Park Elementary,Total Enrollment,392,20130702
2013,02,Anne Arundel,1102,Ferndale Early Education Center,Prekindergarten,77,20130702
2013,02,Anne Arundel,1102,Ferndale Early Education Center,Kindergarten,58,20130702
2013,02,Anne Arundel,1102,Ferndale Early Education Center,Total Enrollment,135,20130702
2013,02,Anne Arundel,1112,George T. Cromwell Elementary,Grade 1,79,20130702
2013,02,Anne Arundel,1112,George T. Cromwell Elementary,Grade 2,63,20130702
2013,02,Anne Arundel,1112,George T. Cromwell Elementary,Grade 3,47,20130702
2013,02,Anne Arundel,1112,George T. Cromwell Elementary,Grade 4,64,20130702
2013,02,Anne Arundel,1112,George T. Cromwell Elementary,Grade 5,42,20130702
2013,02,Anne Arundel,1112,George T. Cromwell Elementary,Total Enrollment,295,20130702
2013,02,Anne Arundel,1122,Freetown Elementary,Prekindergarten,53,20130702
2013,02,Anne Arundel,1122,Freetown Elementary,Kindergarten,73,20130702
2013,02,Anne Arundel,1122,Freetown Elementary,Grade 1,81,20130702
2013,02,Anne Arundel,1122,Freetown Elementary,Grade 2,80,20130702
2013,02,Anne Arundel,1122,Freetown Elementary,Grade 3,78,20130702
2013,02,Anne Arundel,1122,Freetown Elementary,Grade 4,66,20130702
2013,02,Anne Arundel,1122,Freetown Elementary,Grade 5,86,20130702
2013,02,Anne Arundel,1122,Freetown Elementary,Total Enrollment,517,20130702
2013,02,Anne Arundel,1132,Glendale Elementary,Prekindergarten,41,20130702
2013,02,Anne Arundel,1132,Glendale Elementary,Kindergarten,81,20130702
2013,02,Anne Arundel,1132,Glendale Elementary,Grade 1,70,20130702
2013,02,Anne Arundel,1132,Glendale Elementary,Grade 2,64,20130702
2013,02,Anne Arundel,1132,Glendale Elementary,Grade 3,59,20130702
2013,02,Anne Arundel,1132,Glendale Elementary,Grade 4,60,20130702
2013,02,Anne Arundel,1132,Glendale Elementary,Grade 5,66,20130702
2013,02,Anne Arundel,1132,Glendale Elementary,Total Enrollment,441,20130702
2013,02,Anne Arundel,1142,Hilltop Elementary,Prekindergarten,46,20130702
2013,02,Anne Arundel,1142,Hilltop Elementary,Kindergarten,110,20130702
2013,02,Anne Arundel,1142,Hilltop Elementary,Grade 1,82,20130702
2013,02,Anne Arundel,1142,Hilltop Elementary,Grade 2,87,20130702
2013,02,Anne Arundel,1142,Hilltop Elementary,Grade 3,86,20130702
2013,02,Anne Arundel,1142,Hilltop Elementary,Grade 4,103,20130702
2013,02,Anne Arundel,1142,Hilltop Elementary,Grade 5,78,20130702
2013,02,Anne Arundel,1142,Hilltop Elementary,Total Enrollment,592,20130702
2013,02,Anne Arundel,1152,Linthicum Elementary,Kindergarten,85,20130702
2013,02,Anne Arundel,1152,Linthicum Elementary,Grade 1,59,20130702
2013,02,Anne Arundel,1152,Linthicum Elementary,Grade 2,71,20130702
2013,02,Anne Arundel,1152,Linthicum Elementary,Grade 3,76,20130702
2013,02,Anne Arundel,1152,Linthicum Elementary,Grade 4,80,20130702
2013,02,Anne Arundel,1152,Linthicum Elementary,Grade 5,66,20130702
2013,02,Anne Arundel,1152,Linthicum Elementary,Total Enrollment,437,20130702
2013,02,Anne Arundel,1162,Marley Elementary,Prekindergarten,59,20130702
2013,02,Anne Arundel,1162,Marley Elementary,Kindergarten,98,20130702
2013,02,Anne Arundel,1162,Marley Elementary,Grade 1,93,20130702
2013,02,Anne Arundel,1162,Marley Elementary,Grade 2,91,20130702
2013,02,Anne Arundel,1162,Marley Elementary,Grade 3,82,20130702
2013,02,Anne Arundel,1162,Marley Elementary,Grade 4,93,20130702
2013,02,Anne Arundel,1162,Marley Elementary,Grade 5,75,20130702
2013,02,Anne Arundel,1162,Marley Elementary,Total Enrollment,591,20130702
2013,02,Anne Arundel,1172,North Glen Elementary,Prekindergarten,50,20130702
2013,02,Anne Arundel,1172,North Glen Elementary,Kindergarten,34,20130702
2013,02,Anne Arundel,1172,North Glen Elementary,Grade 1,50,20130702
2013,02,Anne Arundel,1172,North Glen Elementary,Grade 2,29,20130702
2013,02,Anne Arundel,1172,North Glen Elementary,Grade 3,29,20130702
2013,02,Anne Arundel,1172,North Glen Elementary,Grade 4,30,20130702
2013,02,Anne Arundel,1172,North Glen Elementary,Grade 5,37,20130702
2013,02,Anne Arundel,1172,North Glen Elementary,Total Enrollment,259,20130702
2013,02,Anne Arundel,1182,Oakwood Elementary,Prekindergarten,63,20130702
2013,02,Anne Arundel,1182,Oakwood Elementary,Kindergarten,53,20130702
2013,02,Anne Arundel,1182,Oakwood Elementary,Grade 1,49,20130702
2013,02,Anne Arundel,1182,Oakwood Elementary,Grade 2,48,20130702
2013,02,Anne Arundel,1182,Oakwood Elementary,Grade 3,46,20130702
2013,02,Anne Arundel,1182,Oakwood Elementary,Grade 4,37,20130702
2013,02,Anne Arundel,1182,Oakwood Elementary,Grade 5,34,20130702
2013,02,Anne Arundel,1182,Oakwood Elementary,Total Enrollment,330,20130702
2013,02,Anne Arundel,1192,Overlook Elementary,Kindergarten,57,20130702
2013,02,Anne Arundel,1192,Overlook Elementary,Grade 1,42,20130702
2013,02,Anne Arundel,1192,Overlook Elementary,Grade 2,36,20130702
2013,02,Anne Arundel,1192,Overlook Elementary,Grade 3,34,20130702
2013,02,Anne Arundel,1192,Overlook Elementary,Grade 4,47,20130702
2013,02,Anne Arundel,1192,Overlook Elementary,Grade 5,42,20130702
2013,02,Anne Arundel,1192,Overlook Elementary,Total Enrollment,258,20130702
2013,02,Anne Arundel,1202,Park Elementary,Prekindergarten,39,20130702
2013,02,Anne Arundel,1202,Park Elementary,Kindergarten,76,20130702
2013,02,Anne Arundel,1202,Park Elementary,Grade 1,71,20130702
2013,02,Anne Arundel,1202,Park Elementary,Grade 2,68,20130702
2013,02,Anne Arundel,1202,Park Elementary,Grade 3,64,20130702
2013,02,Anne Arundel,1202,Park Elementary,Grade 4,60,20130702
2013,02,Anne Arundel,1202,Park Elementary,Grade 5,65,20130702
2013,02,Anne Arundel,1202,Park Elementary,Total Enrollment,443,20130702
2013,02,Anne Arundel,1212,Point Pleasant Elementary,Prekindergarten,40,20130702
2013,02,Anne Arundel,1212,Point Pleasant Elementary,Kindergarten,94,20130702
2013,02,Anne Arundel,1212,Point Pleasant Elementary,Grade 1,95,20130702
2013,02,Anne Arundel,1212,Point Pleasant Elementary,Grade 2,72,20130702
2013,02,Anne Arundel,1212,Point Pleasant Elementary,Grade 3,83,20130702
2013,02,Anne Arundel,1212,Point Pleasant Elementary,Grade 4,73,20130702
2013,02,Anne Arundel,1212,Point Pleasant Elementary,Grade 5,74,20130702
2013,02,Anne Arundel,1212,Point Pleasant Elementary,Total Enrollment,531,20130702
2013,02,Anne Arundel,1232,Quarterfield Elementary,Prekindergarten,54,20130702
2013,02,Anne Arundel,1232,Quarterfield Elementary,Kindergarten,71,20130702
2013,02,Anne Arundel,1232,Quarterfield Elementary,Grade 1,67,20130702
2013,02,Anne Arundel,1232,Quarterfield Elementary,Grade 2,51,20130702
2013,02,Anne Arundel,1232,Quarterfield Elementary,Grade 3,60,20130702
2013,02,Anne Arundel,1232,Quarterfield Elementary,Grade 4,56,20130702
2013,02,Anne Arundel,1232,Quarterfield Elementary,Grade 5,65,20130702
2013,02,Anne Arundel,1232,Quarterfield Elementary,Total Enrollment,424,20130702
2013,02,Anne Arundel,1242,Richard Henry Lee Elementary,Kindergarten,94,20130702
2013,02,Anne Arundel,1242,Richard Henry Lee Elementary,Grade 1,99,20130702
2013,02,Anne Arundel,1242,Richard Henry Lee Elementary,Grade 2,71,20130702
2013,02,Anne Arundel,1242,Richard Henry Lee Elementary,Grade 3,79,20130702
2013,02,Anne Arundel,1242,Richard Henry Lee Elementary,Grade 4,88,20130702
2013,02,Anne Arundel,1242,Richard Henry Lee Elementary,Grade 5,75,20130702
2013,02,Anne Arundel,1242,Richard Henry Lee Elementary,Total Enrollment,506,20130702
2013,02,Anne Arundel,1262,Woodside Elementary,Prekindergarten,22,20130702
2013,02,Anne Arundel,1262,Woodside Elementary,Kindergarten,51,20130702
2013,02,Anne Arundel,1262,Woodside Elementary,Grade 1,47,20130702
2013,02,Anne Arundel,1262,Woodside Elementary,Grade 2,43,20130702
2013,02,Anne Arundel,1262,Woodside Elementary,Grade 3,47,20130702
2013,02,Anne Arundel,1262,Woodside Elementary,Grade 4,38,20130702
2013,02,Anne Arundel,1262,Woodside Elementary,Grade 5,47,20130702
2013,02,Anne Arundel,1262,Woodside Elementary,Total Enrollment,295,20130702
2013,02,Anne Arundel,1274,Marley Glen School,Prekindergarten,42,20130702
2013,02,Anne Arundel,1274,Marley Glen School,Kindergarten,*,20130702
2013,02,Anne Arundel,1274,Marley Glen School,Grade 1,*,20130702
2013,02,Anne Arundel,1274,Marley Glen School,Grade 2,*,20130702
2013,02,Anne Arundel,1274,Marley Glen School,Grade 3,*,20130702
2013,02,Anne Arundel,1274,Marley Glen School,Grade 4,*,20130702
2013,02,Anne Arundel,1274,Marley Glen School,Grade 5,*,20130702
2013,02,Anne Arundel,1274,Marley Glen School,Grade 6,*,20130702
2013,02,Anne Arundel,1274,Marley Glen School,Grade 7,*,20130702
2013,02,Anne Arundel,1274,Marley Glen School,Grade 8,*,20130702
2013,02,Anne Arundel,1274,Marley Glen School,Grade 9,*,20130702
2013,02,Anne Arundel,1274,Marley Glen School,Grade 10,*,20130702
2013,02,Anne Arundel,1274,Marley Glen School,Grade 11,17,20130702
2013,02,Anne Arundel,1274,Marley Glen School,Grade 12,*,20130702
2013,02,Anne Arundel,1274,Marley Glen School,Total Enrollment,102,20130702
2013,02,Anne Arundel,1323,North County High,Grade 9,529,20130702
2013,02,Anne Arundel,1323,North County High,Grade 10,500,20130702
2013,02,Anne Arundel,1323,North County High,Grade 11,437,20130702
2013,02,Anne Arundel,1323,North County High,Grade 12,417,20130702
2013,02,Anne Arundel,1323,North County High,Total Enrollment,1883,20130702
2013,02,Anne Arundel,2013,Severna Park High,Grade 9,509,20130702
2013,02,Anne Arundel,2013,Severna Park High,Grade 10,485,20130702
2013,02,Anne Arundel,2013,Severna Park High,Grade 11,472,20130702
2013,02,Anne Arundel,2013,Severna Park High,Grade 12,470,20130702
2013,02,Anne Arundel,2013,Severna Park High,Total Enrollment,1936,20130702
2013,02,Anne Arundel,2023,Northeast High,Grade 9,363,20130702
2013,02,Anne Arundel,2023,Northeast High,Grade 10,356,20130702
2013,02,Anne Arundel,2023,Northeast High,Grade 11,345,20130702
2013,02,Anne Arundel,2023,Northeast High,Grade 12,283,20130702
2013,02,Anne Arundel,2023,Northeast High,Total Enrollment,1347,20130702
2013,02,Anne Arundel,2033,George Fox Middle,Grade 6,300,20130702
2013,02,Anne Arundel,2033,George Fox Middle,Grade 7,312,20130702
2013,02,Anne Arundel,2033,George Fox Middle,Grade 8,306,20130702
2013,02,Anne Arundel,2033,George Fox Middle,Total Enrollment,918,20130702
2013,02,Anne Arundel,2043,Severna Park Middle,Grade 6,491,20130702
2013,02,Anne Arundel,2043,Severna Park Middle,Grade 7,506,20130702
2013,02,Anne Arundel,2043,Severna Park Middle,Grade 8,446,20130702
2013,02,Anne Arundel,2043,Severna Park Middle,Total Enrollment,1443,20130702
2013,02,Anne Arundel,2052,Arnold Elementary,Kindergarten,73,20130702
2013,02,Anne Arundel,2052,Arnold Elementary,Grade 1,63,20130702
2013,02,Anne Arundel,2052,Arnold Elementary,Grade 2,64,20130702
2013,02,Anne Arundel,2052,Arnold Elementary,Grade 3,77,20130702
2013,02,Anne Arundel,2052,Arnold Elementary,Grade 4,77,20130702
2013,02,Anne Arundel,2052,Arnold Elementary,Grade 5,104,20130702
2013,02,Anne Arundel,2052,Arnold Elementary,Total Enrollment,458,20130702
2013,02,Anne Arundel,2062,Belvedere Elementary,Prekindergarten,46,20130702
2013,02,Anne Arundel,2062,Belvedere Elementary,Kindergarten,89,20130702
2013,02,Anne Arundel,2062,Belvedere Elementary,Grade 1,77,20130702
2013,02,Anne Arundel,2062,Belvedere Elementary,Grade 2,70,20130702
2013,02,Anne Arundel,2062,Belvedere Elementary,Grade 3,67,20130702
2013,02,Anne Arundel,2062,Belvedere Elementary,Grade 4,69,20130702
2013,02,Anne Arundel,2062,Belvedere Elementary,Grade 5,79,20130702
2013,02,Anne Arundel,2062,Belvedere Elementary,Total Enrollment,497,20130702
2013,02,Anne Arundel,2072,Benfield Elementary,Prekindergarten,11,20130702
2013,02,Anne Arundel,2072,Benfield Elementary,Kindergarten,63,20130702
2013,02,Anne Arundel,2072,Benfield Elementary,Grade 1,61,20130702
2013,02,Anne Arundel,2072,Benfield Elementary,Grade 2,90,20130702
2013,02,Anne Arundel,2072,Benfield Elementary,Grade 3,79,20130702
