Academic Year,LEA Number,LEA Name,School Number,School Name,Grade,Enrolled Count,Create Date
2017,1,Allegany,301,Flintstone Elementary,Prekindergarten,17,20170814
2017,1,Allegany,301,Flintstone Elementary,Kindergarten,34,20170814
2017,1,Allegany,301,Flintstone Elementary,Grade 1,38,20170814
2017,1,Allegany,301,Flintstone Elementary,Grade 2,36,20170814
2017,1,Allegany,301,Flintstone Elementary,Grade 3,44,20170814
2017,1,Allegany,301,Flintstone Elementary,Grade 4,44,20170814
2017,1,Allegany,301,Flintstone Elementary,Grade 5,35,20170814
2017,1,Allegany,301,Flintstone Elementary,Total Enrollment,248,20170814
2017,1,Allegany,401,South Penn Elementary,Prekindergarten,79,20170814
2017,1,Allegany,401,South Penn Elementary,Kindergarten,71,20170814
2017,1,Allegany,401,South Penn Elementary,Grade 1,82,20170814
2017,1,Allegany,401,South Penn Elementary,Grade 2,74,20170814
2017,1,Allegany,401,South Penn Elementary,Grade 3,79,20170814
2017,1,Allegany,401,South Penn Elementary,Grade 4,71,20170814
2017,1,Allegany,401,South Penn Elementary,Grade 5,73,20170814
2017,1,Allegany,401,South Penn Elementary,Total Enrollment,529,20170814
2017,1,Allegany,402,John Humbird Elementary,Prekindergarten,27,20170814
2017,1,Allegany,402,John Humbird Elementary,Kindergarten,51,20170814
2017,1,Allegany,402,John Humbird Elementary,Grade 1,44,20170814
2017,1,Allegany,402,John Humbird Elementary,Grade 2,38,20170814
2017,1,Allegany,402,John Humbird Elementary,Grade 3,35,20170814
2017,1,Allegany,402,John Humbird Elementary,Grade 4,41,20170814
2017,1,Allegany,402,John Humbird Elementary,Grade 5,34,20170814
2017,1,Allegany,402,John Humbird Elementary,Total Enrollment,270,20170814
2017,1,Allegany,405,Fort Hill High,Grade 9,215,20170814
2017,1,Allegany,405,Fort Hill High,Grade 10,229,20170814
2017,1,Allegany,405,Fort Hill High,Grade 11,172,20170814
2017,1,Allegany,405,Fort Hill High,Grade 12,161,20170814
2017,1,Allegany,405,Fort Hill High,Total Enrollment,777,20170814
2017,1,Allegany,406,Washington Middle,Grade 6,200,20170814
2017,1,Allegany,406,Washington Middle,Grade 7,187,20170814
2017,1,Allegany,406,Washington Middle,Grade 8,198,20170814
2017,1,Allegany,406,Washington Middle,Total Enrollment,585,20170814
2017,1,Allegany,502,Northeast Elementary,Prekindergarten,34,20170814
2017,1,Allegany,502,Northeast Elementary,Kindergarten,53,20170814
2017,1,Allegany,502,Northeast Elementary,Grade 1,51,20170814
2017,1,Allegany,502,Northeast Elementary,Grade 2,42,20170814
2017,1,Allegany,502,Northeast Elementary,Grade 3,45,20170814
2017,1,Allegany,502,Northeast Elementary,Grade 4,44,20170814
2017,1,Allegany,502,Northeast Elementary,Grade 5,50,20170814
2017,1,Allegany,502,Northeast Elementary,Total Enrollment,319,20170814
2017,1,Allegany,504,Braddock Middle,Grade 6,180,20170814
2017,1,Allegany,504,Braddock Middle,Grade 7,213,20170814
2017,1,Allegany,504,Braddock Middle,Grade 8,192,20170814
2017,1,Allegany,504,Braddock Middle,Total Enrollment,585,20170814
2017,1,Allegany,601,Center for Career & Technical Education,Grade 11,141,20170814
2017,1,Allegany,601,Center for Career & Technical Education,Grade 12,133,20170814
2017,1,Allegany,601,Center for Career & Technical Education,Total Enrollment,274,20170814
2017,1,Allegany,603,West Side Elementary,Prekindergarten,33,20170814
2017,1,Allegany,603,West Side Elementary,Kindergarten,58,20170814
2017,1,Allegany,603,West Side Elementary,Grade 1,50,20170814
2017,1,Allegany,603,West Side Elementary,Grade 2,65,20170814
2017,1,Allegany,603,West Side Elementary,Grade 3,77,20170814
2017,1,Allegany,603,West Side Elementary,Grade 4,67,20170814
2017,1,Allegany,603,West Side Elementary,Grade 5,46,20170814
2017,1,Allegany,603,West Side Elementary,Total Enrollment,396,20170814
2017,1,Allegany,606,Allegany High,Grade 9,202,20170814
2017,1,Allegany,606,Allegany High,Grade 10,174,20170814
2017,1,Allegany,606,Allegany High,Grade 11,174,20170814
2017,1,Allegany,606,Allegany High,Grade 12,128,20170814
2017,1,Allegany,606,Allegany High,Total Enrollment,678,20170814
2017,1,Allegany,701,Cresaptown Elementary,Prekindergarten,29,20170814
2017,1,Allegany,701,Cresaptown Elementary,Kindergarten,50,20170814
2017,1,Allegany,701,Cresaptown Elementary,Grade 1,48,20170814
2017,1,Allegany,701,Cresaptown Elementary,Grade 2,65,20170814
2017,1,Allegany,701,Cresaptown Elementary,Grade 3,50,20170814
2017,1,Allegany,701,Cresaptown Elementary,Grade 4,59,20170814
2017,1,Allegany,701,Cresaptown Elementary,Grade 5,49,20170814
2017,1,Allegany,701,Cresaptown Elementary,Total Enrollment,350,20170814
2017,1,Allegany,702,Bel Air Elementary,Prekindergarten,20,20170814
2017,1,Allegany,702,Bel Air Elementary,Kindergarten,30,20170814
2017,1,Allegany,702,Bel Air Elementary,Grade 1,42,20170814
2017,1,Allegany,702,Bel Air Elementary,Grade 2,34,20170814
2017,1,Allegany,702,Bel Air Elementary,Grade 3,30,20170814
2017,1,Allegany,702,Bel Air Elementary,Grade 4,36,20170814
2017,1,Allegany,702,Bel Air Elementary,Grade 5,45,20170814
2017,1,Allegany,702,Bel Air Elementary,Total Enrollment,237,20170814
2017,1,Allegany,801,Westernport Elementary,Prekindergarten,26,20170814
2017,1,Allegany,801,Westernport Elementary,Kindergarten,38,20170814
2017,1,Allegany,801,Westernport Elementary,Grade 1,38,20170814
2017,1,Allegany,801,Westernport Elementary,Grade 2,42,20170814
2017,1,Allegany,801,Westernport Elementary,Grade 3,47,20170814
2017,1,Allegany,801,Westernport Elementary,Grade 4,41,20170814
2017,1,Allegany,801,Westernport Elementary,Grade 5,49,20170814
2017,1,Allegany,801,Westernport Elementary,Total Enrollment,281,20170814
2017,1,Allegany,802,Westmar Middle,Grade 6,90,20170814
2017,1,Allegany,802,Westmar Middle,Grade 7,96,20170814
2017,1,Allegany,802,Westmar Middle,Grade 8,92,20170814
2017,1,Allegany,802,Westmar Middle,Total Enrollment,278,20170814
2017,1,Allegany,1001,George's Creek Elementary,Prekindergarten,40,20170814
2017,1,Allegany,1001,George's Creek Elementary,Kindergarten,41,20170814
2017,1,Allegany,1001,George's Creek Elementary,Grade 1,39,20170814
2017,1,Allegany,1001,George's Creek Elementary,Grade 2,57,20170814
2017,1,Allegany,1001,George's Creek Elementary,Grade 3,39,20170814
2017,1,Allegany,1001,George's Creek Elementary,Grade 4,48,20170814
2017,1,Allegany,1001,George's Creek Elementary,Grade 5,44,20170814
2017,1,Allegany,1001,George's Creek Elementary,Total Enrollment,308,20170814
2017,1,Allegany,1101,Frost Elementary,Prekindergarten,17,20170814
2017,1,Allegany,1101,Frost Elementary,Kindergarten,32,20170814
2017,1,Allegany,1101,Frost Elementary,Grade 1,40,20170814
2017,1,Allegany,1101,Frost Elementary,Grade 2,29,20170814
2017,1,Allegany,1101,Frost Elementary,Grade 3,43,20170814
2017,1,Allegany,1101,Frost Elementary,Grade 4,38,20170814
2017,1,Allegany,1101,Frost Elementary,Grade 5,32,20170814
2017,1,Allegany,1101,Frost Elementary,Total Enrollment,231,20170814
2017,1,Allegany,1301,Mount Savage Middle,Grade 6,131,20170814
2017,1,Allegany,1301,Mount Savage Middle,Grade 7,137,20170814
2017,1,Allegany,1301,Mount Savage Middle,Grade 8,139,20170814
2017,1,Allegany,1301,Mount Savage Middle,Total Enrollment,407,20170814
2017,1,Allegany,1302,Mt. Savage Elementary,Prekindergarten,20,20170814
2017,1,Allegany,1302,Mt. Savage Elementary,Kindergarten,27,20170814
2017,1,Allegany,1302,Mt. Savage Elementary,Grade 1,24,20170814
2017,1,Allegany,1302,Mt. Savage Elementary,Grade 2,28,20170814
2017,1,Allegany,1302,Mt. Savage Elementary,Grade 3,25,20170814
2017,1,Allegany,1302,Mt. Savage Elementary,Grade 4,35,20170814
2017,1,Allegany,1302,Mt. Savage Elementary,Grade 5,31,20170814
2017,1,Allegany,1302,Mt. Savage Elementary,Total Enrollment,190,20170814
2017,1,Allegany,2404,Mountain Ridge High School,Grade 9,214,20170814
2017,1,Allegany,2404,Mountain Ridge High School,Grade 10,219,20170814
2017,1,Allegany,2404,Mountain Ridge High School,Grade 11,191,20170814
2017,1,Allegany,2404,Mountain Ridge High School,Grade 12,151,20170814
2017,1,Allegany,2404,Mountain Ridge High School,Total Enrollment,775,20170814
2017,1,Allegany,2801,Beall Elementary,Prekindergarten,75,20170814
2017,1,Allegany,2801,Beall Elementary,Kindergarten,72,20170814
2017,1,Allegany,2801,Beall Elementary,Grade 1,79,20170814
2017,1,Allegany,2801,Beall Elementary,Grade 2,68,20170814
2017,1,Allegany,2801,Beall Elementary,Grade 3,68,20170814
2017,1,Allegany,2801,Beall Elementary,Grade 4,58,20170814
2017,1,Allegany,2801,Beall Elementary,Grade 5,53,20170814
2017,1,Allegany,2801,Beall Elementary,Total Enrollment,473,20170814
2017,1,Allegany,2901,Cash Valley Elementary,Prekindergarten,59,20170814
2017,1,Allegany,2901,Cash Valley Elementary,Kindergarten,34,20170814
2017,1,Allegany,2901,Cash Valley Elementary,Grade 1,35,20170814
2017,1,Allegany,2901,Cash Valley Elementary,Grade 2,45,20170814
2017,1,Allegany,2901,Cash Valley Elementary,Grade 3,29,20170814
2017,1,Allegany,2901,Cash Valley Elementary,Grade 4,36,20170814
2017,1,Allegany,2901,Cash Valley Elementary,Grade 5,58,20170814
